State,District,Nitrogen,Phosphorus,Potassium,Soil_pH,Organic_Carbon,Electrical_Conductivity,Soil_Moisture,Soil_Type
Tamil Nadu,Madurai,69.0,33.5,65.8,6.66,0.63,1.46,27.3,Red
Tamil Nadu,Madurai,88.9,63.9,53.0,5.61,0.62,1.27,35.5,Loamy
Tamil Nadu,Madurai,107.0,53.4,65.9,6.41,0.82,1.1,51.5,Loamy
Tamil Nadu,Madurai,34.8,49.0,46.1,6.58,0.81,1.84,56.3,Red
Tamil Nadu,Madurai,65.9,49.8,64.7,6.48,0.84,1.03,59.4,Loamy
Tamil Nadu,Madurai,81.8,45.8,40.8,6.1,0.47,1.22,56.3,Sandy
Tamil Nadu,Madurai,83.5,31.3,62.3,6.6,0.67,1.46,45.7,Alluvial
Tamil Nadu,Madurai,29.3,67.2,82.2,7.26,0.7,1.23,51.6,Red
Tamil Nadu,Madurai,37.2,27.9,62.9,5.59,0.65,1.07,48.3,Alluvial
Tamil Nadu,Madurai,84.7,66.9,68.2,6.33,0.49,1.39,60.8,Loamy
Tamil Nadu,Madurai,46.8,39.6,40.5,6.78,0.56,1.25,51.2,Red
Tamil Nadu,Madurai,62.5,59.6,40.6,6.92,0.72,1.27,31.7,Laterite
Tamil Nadu,Madurai,44.5,63.3,52.2,6.59,0.6,1.36,60.5,Clayey
Tamil Nadu,Madurai,61.8,22.8,61.7,5.87,0.7,1.03,37.5,Laterite
Tamil Nadu,Madurai,80.7,56.6,55.6,7.04,0.59,1.13,55.7,Clayey
Tamil Nadu,Madurai,68.1,51.7,53.7,5.6,0.91,1.09,38.7,Clayey
Tamil Nadu,Madurai,58.2,37.0,41.3,4.7,0.59,2.03,64.1,Laterite
Tamil Nadu,Madurai,70.5,37.3,57.2,4.98,0.76,1.27,44.3,Red
Tamil Nadu,Madurai,60.4,36.0,71.3,6.19,0.67,1.47,30.3,Loamy
Tamil Nadu,Madurai,36.3,53.3,43.2,5.56,0.38,1.33,31.1,Sandy
Tamil Nadu,Madurai,57.2,48.0,54.8,5.38,0.79,0.86,51.8,Clayey
Tamil Nadu,Madurai,69.1,51.6,52.3,6.16,0.63,1.35,12.3,Loamy
Tamil Nadu,Madurai,67.9,5.0,63.5,5.92,0.74,1.58,19.9,Laterite
Tamil Nadu,Madurai,54.5,44.7,60.3,6.51,0.45,1.23,44.7,Laterite
Tamil Nadu,Madurai,58.8,27.6,48.7,5.88,0.78,1.22,58.2,Loamy
Tamil Nadu,Madurai,46.9,65.1,43.1,6.71,0.76,1.05,46.3,Red
Tamil Nadu,Madurai,78.2,56.1,81.2,5.67,0.75,1.4,37.3,Sandy
Tamil Nadu,Madurai,43.2,39.7,44.5,5.82,0.66,1.08,31.7,Sandy
Tamil Nadu,Madurai,63.0,56.2,61.5,6.09,0.8,0.73,42.4,Loamy
Tamil Nadu,Madurai,84.3,54.4,43.1,5.82,0.5,0.78,19.5,Clayey
Tamil Nadu,Madurai,31.2,37.2,46.1,6.9,0.79,1.39,54.9,Loamy
Tamil Nadu,Madurai,96.0,34.8,55.7,6.08,0.42,1.47,51.9,Black
Tamil Nadu,Madurai,65.7,28.8,67.9,6.81,0.45,1.13,54.5,Laterite
Tamil Nadu,Madurai,58.4,32.8,60.6,5.77,0.6,1.77,43.9,Red
Tamil Nadu,Madurai,41.5,49.9,56.8,6.57,0.65,1.45,56.0,Loamy
Tamil Nadu,Madurai,64.1,53.1,52.0,5.82,0.85,1.5,41.4,Black
Tamil Nadu,Madurai,65.5,45.2,47.1,5.46,0.82,1.04,50.8,Sandy
Tamil Nadu,Madurai,62.0,34.7,61.9,6.28,0.92,1.05,25.2,Clayey
Tamil Nadu,Madurai,82.4,48.8,31.4,6.57,0.76,1.09,21.6,Loamy
Tamil Nadu,Madurai,49.1,66.5,59.4,6.6,0.59,1.68,50.4,Loamy
Tamil Nadu,Madurai,51.8,47.3,49.3,6.41,0.64,1.19,58.9,Clayey
Tamil Nadu,Madurai,49.0,39.3,65.6,6.36,0.77,1.19,27.8,Laterite
Tamil Nadu,Madurai,46.1,27.4,78.4,5.8,0.55,1.48,27.1,Sandy
Tamil Nadu,Madurai,73.3,42.6,46.2,6.4,0.92,0.94,21.3,Alluvial
Tamil Nadu,Madurai,73.3,48.1,63.8,6.42,0.54,1.4,25.3,Loamy
Tamil Nadu,Madurai,87.7,62.2,44.9,6.71,0.62,1.12,48.7,Clayey
Tamil Nadu,Madurai,44.2,41.7,50.1,7.57,0.41,0.73,56.7,Sandy
Tamil Nadu,Madurai,58.9,65.1,65.6,5.48,0.54,1.48,54.5,Sandy
Tamil Nadu,Madurai,50.3,58.3,67.9,6.16,0.84,1.63,43.3,Alluvial
Tamil Nadu,Madurai,58.6,53.1,63.5,6.5,0.69,0.26,43.0,Sandy
Tamil Nadu,Madurai,59.0,43.7,49.0,7.33,0.7,1.36,43.9,Clayey
Tamil Nadu,Madurai,68.6,63.0,44.6,7.51,0.7,0.68,25.7,Sandy
Tamil Nadu,Madurai,48.4,46.5,45.9,6.57,0.69,0.83,46.2,Clayey
Tamil Nadu,Madurai,46.5,42.9,60.5,6.53,0.75,1.38,66.8,Clayey
Tamil Nadu,Madurai,36.0,42.8,31.5,6.6,0.77,1.0,31.3,Sandy
Tamil Nadu,Madurai,37.9,49.0,53.8,7.07,0.51,1.1,71.2,Sandy
Tamil Nadu,Madurai,53.2,54.4,48.6,6.27,0.77,0.8,12.9,Black
Tamil Nadu,Madurai,69.2,46.5,54.2,6.3,0.61,0.97,37.9,Laterite
Tamil Nadu,Madurai,41.2,44.8,68.3,4.91,0.71,1.09,65.8,Clayey
Tamil Nadu,Madurai,48.8,26.4,59.2,6.72,0.7,1.32,50.1,Black
Tamil Nadu,Madurai,29.5,30.7,52.9,7.0,0.59,1.27,57.7,Laterite
Tamil Nadu,Madurai,51.4,31.8,53.5,6.95,0.67,1.18,51.4,Red
Tamil Nadu,Madurai,67.9,27.9,52.3,6.53,0.59,1.08,38.7,Loamy
Tamil Nadu,Madurai,9.6,45.2,27.6,5.77,0.45,0.89,36.8,Loamy
Tamil Nadu,Madurai,50.3,37.4,79.7,6.31,0.51,1.69,55.9,Alluvial
Tamil Nadu,Madurai,87.4,51.1,87.2,6.06,0.88,0.98,37.5,Black
Tamil Nadu,Madurai,114.4,46.2,60.8,5.63,0.5,1.12,18.3,Laterite
Tamil Nadu,Madurai,62.5,30.6,53.4,5.33,0.74,1.57,39.2,Clayey
Tamil Nadu,Madurai,57.3,58.0,45.3,6.32,0.77,1.34,56.8,Clayey
Tamil Nadu,Madurai,35.1,24.1,66.7,6.43,0.49,1.45,36.6,Loamy
Tamil Nadu,Madurai,46.9,28.7,46.7,6.22,0.45,0.8,13.6,Loamy
Tamil Nadu,Madurai,49.6,47.3,32.4,6.05,0.76,1.98,15.4,Laterite
Tamil Nadu,Madurai,56.0,36.3,27.6,6.98,0.64,1.39,70.4,Sandy
Tamil Nadu,Madurai,31.2,60.2,62.7,6.73,0.71,0.53,41.9,Black
Tamil Nadu,Madurai,40.7,37.3,62.5,6.23,0.57,1.0,57.8,Laterite
Tamil Nadu,Madurai,48.4,54.9,58.2,6.76,0.84,1.3,68.1,Laterite
Tamil Nadu,Madurai,78.2,34.7,51.2,6.85,0.72,0.85,49.5,Black
Tamil Nadu,Madurai,86.6,46.9,66.7,6.01,0.7,1.44,53.3,Laterite
Tamil Nadu,Madurai,55.5,52.6,57.5,6.57,0.76,0.94,70.4,Red
Tamil Nadu,Madurai,52.9,65.4,67.4,6.24,0.85,1.28,69.6,Alluvial
Tamil Nadu,Madurai,58.4,34.2,51.1,6.5,0.83,1.35,35.1,Loamy
Tamil Nadu,Madurai,38.5,50.9,53.8,6.66,0.48,0.76,48.5,Loamy
Tamil Nadu,Madurai,44.8,45.5,57.1,7.68,0.49,1.21,29.1,Loamy
Tamil Nadu,Madurai,86.6,41.7,39.0,5.76,0.62,1.09,58.0,Sandy
Tamil Nadu,Madurai,87.8,69.1,72.0,6.28,0.65,1.1,26.8,Clayey
Tamil Nadu,Madurai,24.8,45.1,37.4,5.28,0.61,1.23,69.0,Laterite
Tamil Nadu,Madurai,35.9,69.7,47.1,6.39,0.48,1.48,33.3,Clayey
Tamil Nadu,Madurai,64.7,49.8,52.8,5.93,0.79,0.67,56.7,Loamy
Tamil Nadu,Madurai,82.9,16.4,16.6,6.77,0.62,0.9,29.8,Alluvial
Tamil Nadu,Madurai,70.4,40.8,53.5,7.06,0.46,1.13,53.3,Loamy
Tamil Nadu,Madurai,38.7,62.6,64.7,6.67,0.6,1.19,23.0,Black
Tamil Nadu,Madurai,7.5,43.0,55.9,6.65,0.42,1.27,29.4,Black
Tamil Nadu,Madurai,43.8,55.5,72.4,6.52,0.9,1.25,58.1,Black
Tamil Nadu,Madurai,78.1,68.3,48.4,6.51,0.68,1.36,47.0,Red
Tamil Nadu,Madurai,49.1,47.0,61.8,5.31,0.61,0.78,27.3,Sandy
Tamil Nadu,Madurai,74.1,40.6,39.9,7.83,0.76,0.95,42.0,Loamy
Tamil Nadu,Madurai,66.2,54.0,33.0,6.91,0.54,1.31,41.2,Red
Tamil Nadu,Madurai,68.4,51.5,31.2,6.88,0.68,1.35,46.1,Loamy
Tamil Nadu,Madurai,68.5,38.5,70.7,7.24,0.45,1.66,50.5,Laterite
Tamil Nadu,Madurai,58.8,59.4,70.4,6.83,0.55,1.24,28.6,Loamy
Tamil Nadu,Madurai,58.3,59.4,62.7,5.98,0.46,1.25,48.8,Laterite
Tamil Nadu,Madurai,67.6,51.8,80.3,6.14,0.63,1.3,31.0,Black
Tamil Nadu,Madurai,56.2,53.5,67.4,6.1,0.87,1.08,33.0,Clayey
Tamil Nadu,Madurai,58.5,60.1,50.0,7.0,0.55,1.41,41.3,Clayey
Tamil Nadu,Madurai,90.5,59.6,62.7,6.28,0.59,1.24,31.1,Red
Tamil Nadu,Madurai,54.5,58.8,58.7,6.51,1.02,1.52,73.3,Red
Tamil Nadu,Madurai,38.8,47.9,56.8,7.06,0.57,0.81,58.6,Sandy
Tamil Nadu,Madurai,37.5,64.3,41.8,5.35,0.65,1.71,53.8,Alluvial
Tamil Nadu,Madurai,75.0,76.6,76.7,6.32,0.38,1.92,40.8,Sandy
Tamil Nadu,Madurai,29.6,40.7,55.4,6.7,0.46,1.48,27.7,Black
Tamil Nadu,Madurai,35.0,31.0,65.9,6.04,0.82,0.69,38.3,Alluvial
Tamil Nadu,Madurai,45.7,48.9,59.7,6.1,0.69,1.64,40.8,Clayey
Tamil Nadu,Madurai,34.4,53.7,77.4,7.05,0.54,1.31,45.9,Clayey
Tamil Nadu,Madurai,52.7,44.9,52.2,6.31,0.88,1.29,54.8,Sandy
Tamil Nadu,Madurai,96.2,50.7,49.9,6.77,0.51,0.96,25.2,Laterite
Tamil Nadu,Madurai,35.2,49.3,43.7,5.96,0.65,1.86,56.5,Black
Tamil Nadu,Madurai,38.9,35.9,83.4,6.47,0.54,1.55,45.8,Black
Tamil Nadu,Madurai,52.2,32.8,45.9,6.1,0.76,0.81,47.0,Red
Tamil Nadu,Madurai,44.7,50.9,59.9,6.21,0.5,1.35,19.4,Red
Tamil Nadu,Madurai,89.4,50.3,68.3,5.77,0.79,0.63,22.1,Laterite
Tamil Nadu,Madurai,42.0,39.4,31.4,6.44,0.79,1.06,38.9,Laterite
Tamil Nadu,Madurai,72.1,45.7,49.2,6.67,0.34,1.6,19.4,Red
Tamil Nadu,Madurai,43.2,47.4,49.0,6.15,0.85,0.59,58.2,Sandy
Tamil Nadu,Madurai,72.9,37.8,83.2,6.51,0.57,1.22,34.0,Laterite
Tamil Nadu,Madurai,60.4,60.3,89.4,7.26,0.5,1.05,60.5,Alluvial
Uttar Pradesh,Meerut,70.1,46.1,43.7,7.58,0.78,1.4,47.4,Alluvial
Uttar Pradesh,Meerut,63.4,30.0,43.1,6.09,0.69,1.52,68.8,Loamy
Uttar Pradesh,Meerut,77.3,36.5,32.9,6.1,0.98,1.24,54.4,Clayey
Uttar Pradesh,Meerut,79.0,61.2,51.4,6.37,0.65,1.21,41.0,Laterite
Uttar Pradesh,Meerut,110.8,44.9,57.1,5.87,0.64,1.42,48.7,Sandy
Uttar Pradesh,Meerut,77.0,37.6,34.1,5.88,0.52,1.33,47.0,Clayey
Uttar Pradesh,Meerut,64.1,52.8,49.6,5.92,0.59,1.36,53.6,Laterite
Uttar Pradesh,Meerut,59.3,46.0,61.0,6.84,0.69,1.27,92.2,Laterite
Uttar Pradesh,Meerut,66.3,45.8,25.4,6.27,0.78,1.27,76.7,Laterite
Uttar Pradesh,Meerut,55.6,55.9,40.3,6.79,0.52,1.65,53.4,Clayey
Uttar Pradesh,Meerut,84.6,45.2,41.9,5.95,0.54,1.22,24.0,Laterite
Uttar Pradesh,Meerut,97.6,50.2,33.6,6.45,0.51,1.06,38.8,Clayey
Uttar Pradesh,Meerut,102.8,50.4,35.2,6.81,0.6,1.32,65.9,Laterite
Uttar Pradesh,Meerut,38.5,58.2,31.7,8.18,0.76,1.12,37.6,Alluvial
Uttar Pradesh,Meerut,70.0,33.5,30.3,6.3,0.88,1.28,63.5,Black
Uttar Pradesh,Meerut,85.7,58.8,43.6,7.39,0.85,1.07,23.9,Alluvial
Uttar Pradesh,Meerut,85.6,38.0,56.4,7.18,0.82,1.21,34.3,Alluvial
Uttar Pradesh,Meerut,83.8,33.0,52.0,6.68,0.78,1.38,45.9,Clayey
Uttar Pradesh,Meerut,91.6,47.6,32.1,7.17,0.67,1.26,42.6,Alluvial
Uttar Pradesh,Meerut,65.5,53.1,23.3,6.35,0.75,0.93,33.8,Laterite
Uttar Pradesh,Meerut,113.1,38.6,37.2,6.25,0.55,0.65,44.8,Alluvial
Uttar Pradesh,Meerut,54.3,39.0,23.1,7.15,0.67,0.66,23.2,Black
Uttar Pradesh,Meerut,74.2,47.7,14.5,5.97,0.4,1.42,24.5,Clayey
Uttar Pradesh,Meerut,108.2,51.5,33.7,5.86,0.46,0.96,32.7,Loamy
Uttar Pradesh,Meerut,75.5,22.7,29.5,5.95,0.63,1.09,47.7,Loamy
Uttar Pradesh,Meerut,78.6,54.1,31.4,6.93,0.49,1.25,33.2,Loamy
Uttar Pradesh,Meerut,111.5,53.4,54.3,5.89,0.77,1.47,35.2,Black
Uttar Pradesh,Meerut,95.6,37.4,43.3,6.8,0.62,1.05,56.3,Laterite
Uttar Pradesh,Meerut,63.9,54.6,19.8,6.56,0.67,0.66,38.4,Laterite
Uttar Pradesh,Meerut,85.1,35.2,45.2,6.58,0.9,0.98,30.6,Sandy
Uttar Pradesh,Meerut,69.9,50.2,52.0,6.08,0.44,1.11,64.3,Red
Uttar Pradesh,Meerut,96.7,29.7,46.1,5.72,0.55,1.34,42.5,Loamy
Uttar Pradesh,Meerut,65.3,34.3,35.9,5.85,0.67,1.14,50.4,Loamy
Uttar Pradesh,Meerut,107.9,53.2,52.0,5.96,0.69,1.54,42.7,Alluvial
Uttar Pradesh,Meerut,82.1,47.3,47.3,5.61,0.53,1.33,56.0,Loamy
Uttar Pradesh,Meerut,74.9,43.7,54.7,5.74,0.75,1.5,41.1,Laterite
Uttar Pradesh,Meerut,65.9,45.9,25.0,7.46,0.86,1.04,71.8,Laterite
Uttar Pradesh,Meerut,79.9,39.8,12.1,6.34,0.57,0.83,53.8,Alluvial
Uttar Pradesh,Meerut,103.4,41.3,66.3,6.56,0.65,1.09,42.2,Sandy
Uttar Pradesh,Meerut,85.4,45.9,26.5,5.19,0.65,1.3,40.1,Clayey
Uttar Pradesh,Meerut,67.3,50.5,64.7,5.84,0.72,1.36,32.1,Clayey
Uttar Pradesh,Meerut,107.1,50.3,34.8,6.54,0.53,1.6,59.1,Black
Uttar Pradesh,Meerut,44.4,49.6,34.6,5.01,0.63,1.22,42.5,Loamy
Uttar Pradesh,Meerut,86.0,39.1,50.1,6.33,0.6,1.21,52.0,Loamy
Uttar Pradesh,Meerut,98.9,57.4,34.4,6.61,0.49,1.18,61.6,Clayey
Uttar Pradesh,Meerut,113.4,49.1,39.0,7.3,0.73,1.67,8.1,Clayey
Uttar Pradesh,Meerut,95.8,50.5,5.0,7.27,0.5,1.05,42.4,Sandy
Uttar Pradesh,Meerut,88.1,48.9,8.1,6.26,0.67,1.1,28.4,Laterite
Uttar Pradesh,Meerut,91.6,50.9,56.9,5.81,0.81,0.94,80.1,Sandy
Uttar Pradesh,Meerut,62.2,13.1,50.5,6.5,0.71,1.37,60.6,Black
Uttar Pradesh,Meerut,78.6,36.1,29.5,6.79,0.51,0.97,24.4,Alluvial
Uttar Pradesh,Meerut,69.9,53.6,62.2,6.63,0.55,1.42,44.4,Alluvial
Uttar Pradesh,Meerut,85.1,31.3,32.8,6.8,0.68,1.09,39.7,Loamy
Uttar Pradesh,Meerut,70.5,42.5,73.6,5.4,0.51,1.16,42.0,Laterite
Uttar Pradesh,Meerut,67.7,46.1,35.9,7.32,0.52,1.36,62.1,Black
Uttar Pradesh,Meerut,114.6,59.2,32.4,6.23,0.36,1.05,70.2,Sandy
Uttar Pradesh,Meerut,60.7,66.0,47.8,6.5,0.75,1.28,44.0,Alluvial
Uttar Pradesh,Meerut,53.5,40.6,33.2,6.52,1.02,1.4,39.7,Laterite
Uttar Pradesh,Meerut,78.1,33.1,48.5,6.06,0.6,1.06,48.6,Red
Uttar Pradesh,Meerut,52.6,46.4,47.8,6.36,0.71,1.68,78.7,Sandy
Uttar Pradesh,Meerut,91.9,36.0,55.4,7.89,0.53,0.85,47.6,Alluvial
Uttar Pradesh,Meerut,97.5,66.2,54.1,6.87,0.87,1.26,40.8,Laterite
Uttar Pradesh,Meerut,124.8,42.3,32.7,6.34,0.51,0.85,45.6,Alluvial
Uttar Pradesh,Meerut,82.3,49.2,52.2,6.39,0.36,0.92,55.2,Laterite
Uttar Pradesh,Meerut,84.1,50.8,50.6,7.69,0.78,0.76,28.7,Black
Uttar Pradesh,Meerut,74.5,29.9,42.4,6.94,0.73,1.6,48.8,Alluvial
Uttar Pradesh,Meerut,81.5,65.5,58.5,6.3,0.77,2.1,46.6,Loamy
Uttar Pradesh,Meerut,67.3,55.8,51.1,5.82,0.73,0.99,42.5,Red
Uttar Pradesh,Meerut,42.9,58.1,11.7,7.62,0.57,1.12,22.3,Black
Uttar Pradesh,Meerut,87.7,35.1,6.0,6.47,0.49,1.28,9.1,Laterite
Uttar Pradesh,Meerut,81.7,43.4,27.9,6.6,0.67,1.55,20.9,Black
Uttar Pradesh,Meerut,78.5,61.3,33.8,5.87,0.73,1.69,48.5,Alluvial
Uttar Pradesh,Meerut,76.4,30.0,86.7,7.14,0.66,1.6,55.6,Clayey
Uttar Pradesh,Meerut,56.7,44.0,52.1,6.57,0.66,1.16,46.2,Alluvial
Uttar Pradesh,Meerut,69.6,57.2,55.6,7.14,0.65,1.26,24.8,Loamy
Uttar Pradesh,Meerut,76.8,33.3,41.0,6.52,0.65,1.69,44.7,Alluvial
Uttar Pradesh,Meerut,44.7,34.8,58.4,6.72,0.91,1.15,37.1,Black
Uttar Pradesh,Meerut,107.2,47.9,56.6,4.98,0.72,1.06,51.9,Alluvial
Uttar Pradesh,Meerut,46.0,41.4,17.9,6.29,0.85,0.81,41.2,Laterite
Uttar Pradesh,Meerut,97.2,53.1,49.0,6.15,0.56,1.24,41.2,Clayey
Uttar Pradesh,Meerut,77.4,57.9,50.1,6.47,0.75,1.11,89.8,Red
Uttar Pradesh,Meerut,104.4,45.9,33.6,6.92,0.67,0.9,30.5,Black
Uttar Pradesh,Meerut,100.1,56.0,28.0,6.43,0.57,1.24,23.4,Clayey
Uttar Pradesh,Meerut,48.2,55.8,31.6,6.53,0.55,1.86,54.4,Red
Uttar Pradesh,Meerut,39.8,56.2,38.1,6.23,0.43,1.2,45.5,Red
Uttar Pradesh,Meerut,53.9,63.1,20.7,7.04,1.04,1.37,76.9,Alluvial
Uttar Pradesh,Meerut,48.8,67.3,57.0,5.66,0.67,1.17,40.9,Loamy
Uttar Pradesh,Meerut,71.8,75.7,64.4,6.15,0.73,1.19,50.0,Loamy
Uttar Pradesh,Meerut,117.9,24.5,57.7,6.4,0.51,0.76,38.2,Alluvial
Uttar Pradesh,Meerut,69.6,26.1,40.9,5.48,0.46,1.43,41.9,Black
Uttar Pradesh,Meerut,86.2,61.5,26.8,5.46,0.77,0.68,42.9,Sandy
Uttar Pradesh,Meerut,85.6,53.5,38.9,6.38,0.7,1.71,27.6,Clayey
Uttar Pradesh,Meerut,100.5,48.6,19.6,6.06,0.94,1.5,45.0,Red
Uttar Pradesh,Meerut,80.4,67.7,44.5,6.19,0.62,1.96,47.0,Loamy
Uttar Pradesh,Meerut,78.0,22.3,30.8,6.17,0.66,1.16,12.0,Laterite
Uttar Pradesh,Meerut,61.5,62.3,52.4,6.29,0.64,1.59,66.5,Red
Uttar Pradesh,Meerut,97.0,44.1,37.2,5.64,0.85,1.15,53.1,Red
Uttar Pradesh,Meerut,93.5,43.3,50.1,6.62,0.46,1.74,62.3,Black
Uttar Pradesh,Meerut,92.9,71.1,38.0,5.79,0.74,1.22,46.7,Red
Uttar Pradesh,Meerut,79.4,58.0,42.9,6.7,0.83,1.08,49.5,Sandy
Uttar Pradesh,Meerut,63.2,58.7,48.6,7.05,0.68,1.32,42.8,Clayey
Uttar Pradesh,Meerut,79.5,60.0,32.2,5.04,0.75,1.22,49.7,Laterite
Uttar Pradesh,Meerut,96.7,46.9,34.5,7.3,0.85,1.0,46.4,Sandy
Uttar Pradesh,Meerut,48.4,42.6,12.6,5.49,0.8,0.98,31.4,Black
Uttar Pradesh,Meerut,30.1,46.7,62.4,6.1,0.33,1.19,61.1,Loamy
Uttar Pradesh,Meerut,88.0,63.4,39.3,6.8,0.7,1.33,39.8,Black
Uttar Pradesh,Meerut,57.0,43.9,54.5,7.25,0.64,1.36,43.1,Laterite
Uttar Pradesh,Meerut,78.7,46.9,39.7,8.26,0.55,1.0,55.4,Red
Uttar Pradesh,Meerut,82.0,20.9,34.4,6.08,0.53,1.11,24.9,Loamy
Uttar Pradesh,Meerut,73.8,55.7,36.9,5.87,0.42,1.41,56.4,Black
Uttar Pradesh,Meerut,86.9,39.2,26.4,7.54,0.97,1.11,38.4,Laterite
Uttar Pradesh,Meerut,102.6,46.7,50.5,6.28,0.71,1.2,59.0,Laterite
Uttar Pradesh,Meerut,135.5,46.6,13.9,4.81,0.77,1.24,66.6,Alluvial
Uttar Pradesh,Meerut,67.1,41.2,55.2,6.29,0.77,1.02,29.2,Laterite
Uttar Pradesh,Meerut,82.4,41.7,8.7,7.36,0.89,1.35,46.9,Laterite
Uttar Pradesh,Meerut,61.3,52.6,32.6,5.94,0.77,0.84,42.5,Red
Uttar Pradesh,Meerut,55.8,42.9,24.9,6.11,0.62,0.52,42.9,Sandy
Uttar Pradesh,Meerut,64.3,59.6,26.4,5.84,0.69,0.89,34.4,Loamy
Uttar Pradesh,Meerut,108.6,85.5,29.1,6.86,0.63,1.33,60.9,Loamy
Uttar Pradesh,Meerut,57.1,38.1,60.3,6.36,0.61,1.36,66.2,Red
Uttar Pradesh,Meerut,93.9,58.5,29.2,6.43,0.56,1.18,55.5,Sandy
Uttar Pradesh,Meerut,46.9,53.6,24.2,5.85,0.39,1.39,32.9,Laterite
Uttar Pradesh,Meerut,89.0,50.0,54.0,5.47,0.64,0.86,57.8,Black
Uttar Pradesh,Meerut,106.7,61.6,44.8,6.59,0.56,1.08,61.1,Red
Uttar Pradesh,Meerut,100.2,40.6,35.9,7.35,0.73,1.7,63.9,Alluvial
Uttar Pradesh,Meerut,62.3,31.9,72.6,7.02,0.48,0.91,22.8,Laterite
Uttar Pradesh,Meerut,103.2,39.5,67.9,6.04,0.5,1.0,67.4,Alluvial
Uttar Pradesh,Meerut,48.7,58.1,58.0,6.5,0.63,1.02,29.4,Red
Uttar Pradesh,Meerut,119.2,77.1,63.4,6.79,0.6,0.96,34.0,Loamy
Uttar Pradesh,Meerut,68.9,94.8,27.7,6.41,0.84,1.73,36.3,Alluvial
Uttar Pradesh,Meerut,72.4,42.1,39.2,6.49,0.75,0.67,21.0,Red
Uttar Pradesh,Meerut,66.7,42.7,34.0,6.66,0.77,1.09,76.6,Loamy
Uttar Pradesh,Meerut,91.3,48.3,43.5,6.69,0.36,1.13,62.4,Loamy
Uttar Pradesh,Meerut,158.8,61.8,51.3,6.87,0.83,1.38,43.7,Black
Uttar Pradesh,Meerut,87.3,41.6,16.8,6.46,0.66,1.13,17.7,Alluvial
Uttar Pradesh,Meerut,85.8,43.9,29.2,5.81,0.56,0.87,43.4,Red
Uttar Pradesh,Meerut,69.2,44.1,62.9,7.43,0.8,1.1,34.4,Laterite
Uttar Pradesh,Meerut,79.2,43.3,52.4,5.71,0.56,1.63,60.6,Alluvial
Uttar Pradesh,Meerut,97.2,46.8,33.9,7.03,0.29,1.58,55.4,Red
Uttar Pradesh,Meerut,112.8,45.6,35.8,6.34,0.71,1.37,35.4,Clayey
Uttar Pradesh,Meerut,66.2,37.4,13.5,6.02,0.8,1.52,34.9,Sandy
Uttar Pradesh,Meerut,42.5,42.5,35.8,6.32,0.61,1.02,43.4,Black
Uttar Pradesh,Meerut,60.1,54.2,46.5,6.29,0.58,1.13,58.5,Sandy
Uttar Pradesh,Meerut,111.4,25.0,33.3,6.21,0.52,0.99,45.2,Laterite
Uttar Pradesh,Meerut,66.5,33.5,34.6,7.13,0.78,1.01,46.3,Laterite
Uttar Pradesh,Meerut,71.6,40.1,43.5,6.1,0.71,1.34,42.5,Laterite
Uttar Pradesh,Meerut,65.5,44.6,29.8,6.63,0.57,0.98,34.8,Laterite
Uttar Pradesh,Meerut,90.1,47.8,54.6,5.15,0.44,1.27,50.0,Loamy
Uttar Pradesh,Meerut,110.6,41.7,41.4,7.46,0.63,1.28,54.1,Laterite
Uttar Pradesh,Meerut,52.4,46.5,32.3,7.32,0.55,1.27,65.3,Red
Uttar Pradesh,Meerut,50.5,42.1,35.4,6.87,0.42,1.39,33.2,Red
Uttar Pradesh,Meerut,54.4,52.4,41.2,5.56,0.78,1.6,67.1,Laterite
Uttar Pradesh,Meerut,88.2,32.5,35.1,6.47,0.69,1.21,49.2,Loamy
Uttar Pradesh,Meerut,78.2,43.5,29.4,6.21,0.69,1.18,56.6,Alluvial
Uttar Pradesh,Meerut,68.5,39.4,63.6,6.06,0.68,0.93,35.2,Laterite
Uttar Pradesh,Meerut,69.9,38.1,33.3,6.48,0.41,1.03,62.1,Loamy
Uttar Pradesh,Meerut,62.9,46.1,42.5,6.64,0.66,1.3,77.9,Clayey
Uttar Pradesh,Meerut,131.2,35.2,28.7,6.45,0.59,1.36,44.3,Black
Uttar Pradesh,Meerut,64.1,69.6,36.9,6.07,0.78,1.35,58.4,Clayey
Uttar Pradesh,Meerut,118.2,56.8,26.3,6.18,0.82,1.33,30.0,Alluvial
Uttar Pradesh,Meerut,70.8,49.6,75.3,6.15,0.67,0.92,46.2,Black
Uttar Pradesh,Meerut,64.4,42.8,40.7,6.05,0.61,1.08,42.2,Alluvial
Uttar Pradesh,Meerut,84.7,42.4,37.7,6.7,0.64,1.54,52.2,Sandy
Uttar Pradesh,Meerut,60.9,23.7,25.2,6.07,0.65,1.07,37.1,Alluvial
Uttar Pradesh,Meerut,63.8,52.4,42.0,6.46,0.66,0.95,71.5,Sandy
Uttar Pradesh,Meerut,83.5,38.1,19.6,7.85,0.99,0.99,64.0,Clayey
Uttar Pradesh,Meerut,75.3,56.3,27.5,6.12,0.96,1.22,49.3,Clayey
Uttar Pradesh,Meerut,94.9,22.3,50.5,7.67,0.46,1.17,58.2,Red
Uttar Pradesh,Meerut,84.2,62.3,56.3,6.32,0.61,0.8,46.7,Black
Uttar Pradesh,Meerut,93.1,39.0,29.8,6.13,0.62,1.74,66.1,Black
