State,District,Irrigation_Type,Water_Availability,Groundwater_Level
Punjab,Patiala,Drip,Low,34.2
Punjab,Patiala,Drip,Medium,92.9
Punjab,Patiala,Sprinkler,Medium,118.2
Punjab,Patiala,Drip,High,65.3
Punjab,Patiala,Drip,Medium,121.1
Punjab,Patiala,Canal Flood,High,108.6
Punjab,Patiala,Rainfed Only,Medium,70.4
Punjab,Patiala,Canal Flood,Medium,57.8
Punjab,Patiala,Sprinkler,Medium,73.8
Punjab,Patiala,Drip,Low,103.0
Punjab,Patiala,Rainfed Only,High,106.0
Punjab,Patiala,Drip,Medium,25.5
Punjab,Patiala,Canal Flood,Medium,119.9
Punjab,Patiala,Drip,Low,91.8
Punjab,Patiala,Drip,Low,53.0
Punjab,Patiala,Canal Flood,Low,81.7
Punjab,Patiala,Sprinkler,Medium,116.2
Punjab,Patiala,Canal Flood,High,6.2
Punjab,Patiala,Drip,Medium,83.6
Punjab,Patiala,Drip,High,95.1
Punjab,Patiala,Drip,High,104.5
Punjab,Patiala,Canal Flood,Low,134.5
Punjab,Patiala,Canal Flood,High,79.9
Punjab,Patiala,Canal Flood,High,94.0
Punjab,Patiala,Rainfed Only,Medium,83.4
Punjab,Patiala,Sprinkler,High,126.8
Punjab,Patiala,Canal Flood,High,12.4
Punjab,Patiala,Rainfed Only,Low,72.7
Punjab,Patiala,Rainfed Only,Low,117.9
Punjab,Patiala,Drip,Low,22.8
Punjab,Patiala,Canal Flood,Low,35.8
Punjab,Patiala,Canal Flood,Low,43.0
Punjab,Patiala,Drip,Medium,105.6
Punjab,Patiala,Rainfed Only,High,29.7
Punjab,Patiala,Drip,Medium,45.6
Punjab,Patiala,Drip,Medium,74.3
Punjab,Patiala,Canal Flood,Low,56.8
Punjab,Patiala,Sprinkler,Low,130.4
Punjab,Patiala,Canal Flood,Low,80.0
Punjab,Patiala,Drip,Low,36.3
Punjab,Patiala,Sprinkler,Medium,24.7
Punjab,Patiala,Canal Flood,High,98.2
Punjab,Patiala,Drip,Medium,63.5
Punjab,Patiala,Rainfed Only,High,113.2
Punjab,Patiala,Rainfed Only,High,114.8
Punjab,Patiala,Sprinkler,Medium,45.5
Punjab,Patiala,Sprinkler,Medium,90.6
Punjab,Patiala,Rainfed Only,Low,97.2
Punjab,Patiala,Drip,High,76.1
Punjab,Patiala,Rainfed Only,High,74.5
Punjab,Patiala,Rainfed Only,Low,51.8
Punjab,Patiala,Drip,Medium,62.2
Punjab,Patiala,Drip,High,102.0
Punjab,Patiala,Rainfed Only,Low,52.8
Punjab,Patiala,Rainfed Only,Medium,111.3
Punjab,Patiala,Rainfed Only,Low,131.5
Punjab,Patiala,Drip,Medium,107.0
Punjab,Patiala,Rainfed Only,High,43.1
Punjab,Patiala,Rainfed Only,High,67.3
Punjab,Patiala,Drip,Low,109.9
Punjab,Patiala,Rainfed Only,High,88.1
Punjab,Patiala,Rainfed Only,Medium,83.5
Punjab,Patiala,Sprinkler,Low,107.1
Punjab,Patiala,Canal Flood,High,85.0
Punjab,Patiala,Rainfed Only,Medium,56.3
Punjab,Patiala,Canal Flood,Low,125.9
Punjab,Patiala,Rainfed Only,Low,99.9
Punjab,Patiala,Sprinkler,Medium,25.3
Punjab,Patiala,Rainfed Only,Medium,102.6
Punjab,Patiala,Drip,Low,65.1
Punjab,Patiala,Sprinkler,Low,170.2
Punjab,Patiala,Drip,Medium,96.3
Punjab,Patiala,Rainfed Only,High,112.2
Punjab,Patiala,Rainfed Only,High,69.4
Punjab,Patiala,Sprinkler,Low,90.4
Punjab,Patiala,Canal Flood,High,183.7
Punjab,Patiala,Sprinkler,High,75.0
Punjab,Patiala,Drip,Low,67.8
Punjab,Patiala,Drip,Medium,83.2
Punjab,Patiala,Canal Flood,Medium,47.5
Punjab,Patiala,Drip,Medium,143.3
Punjab,Patiala,Drip,Medium,82.3
Punjab,Patiala,Sprinkler,Medium,72.4
Punjab,Patiala,Drip,Low,68.5
Karnataka,Bangalore Rural,Drip,Medium,44.1
Karnataka,Bangalore Rural,Canal Flood,Low,40.3
Karnataka,Bangalore Rural,Canal Flood,Low,119.6
Karnataka,Bangalore Rural,Rainfed Only,High,43.0
Karnataka,Bangalore Rural,Sprinkler,Medium,92.2
Karnataka,Bangalore Rural,Drip,High,87.0
Karnataka,Bangalore Rural,Sprinkler,High,131.7
Karnataka,Bangalore Rural,Rainfed Only,Low,125.3
Karnataka,Bangalore Rural,Drip,Low,99.0
Karnataka,Bangalore Rural,Canal Flood,High,48.7
Karnataka,Bangalore Rural,Drip,High,93.3
Karnataka,Bangalore Rural,Canal Flood,High,88.5
Karnataka,Bangalore Rural,Rainfed Only,Medium,91.3
Karnataka,Bangalore Rural,Drip,Medium,134.4
Karnataka,Bangalore Rural,Rainfed Only,Low,72.0
Karnataka,Bangalore Rural,Drip,Medium,93.7
Karnataka,Bangalore Rural,Rainfed Only,Low,63.2
Karnataka,Bangalore Rural,Sprinkler,Low,82.8
Karnataka,Bangalore Rural,Canal Flood,Medium,65.4
Karnataka,Bangalore Rural,Drip,Low,93.4
Karnataka,Bangalore Rural,Canal Flood,Medium,105.3
Karnataka,Bangalore Rural,Rainfed Only,Low,101.2
Karnataka,Bangalore Rural,Drip,High,96.3
Karnataka,Bangalore Rural,Drip,Medium,100.0
Karnataka,Bangalore Rural,Drip,High,87.4
Karnataka,Bangalore Rural,Rainfed Only,Low,65.4
Karnataka,Bangalore Rural,Rainfed Only,Low,53.6
Karnataka,Bangalore Rural,Drip,High,79.7
Karnataka,Bangalore Rural,Sprinkler,Medium,127.7
Karnataka,Bangalore Rural,Canal Flood,High,138.7
Karnataka,Bangalore Rural,Sprinkler,High,98.1
Karnataka,Bangalore Rural,Rainfed Only,Low,91.9
Karnataka,Bangalore Rural,Rainfed Only,Medium,90.5
Karnataka,Bangalore Rural,Sprinkler,Low,99.2
Karnataka,Bangalore Rural,Rainfed Only,Medium,45.9
Karnataka,Bangalore Rural,Drip,High,62.3
Karnataka,Bangalore Rural,Drip,Medium,76.6
Karnataka,Bangalore Rural,Rainfed Only,Medium,84.5
Karnataka,Bangalore Rural,Canal Flood,Medium,86.3
Karnataka,Bangalore Rural,Drip,Low,102.0
Karnataka,Bangalore Rural,Sprinkler,Medium,32.7
Karnataka,Bangalore Rural,Drip,Medium,26.1
Karnataka,Bangalore Rural,Rainfed Only,Medium,67.9
Karnataka,Bangalore Rural,Drip,Medium,118.7
Karnataka,Bangalore Rural,Sprinkler,Low,143.3
Karnataka,Bangalore Rural,Rainfed Only,Medium,138.6
Karnataka,Bangalore Rural,Drip,High,69.8
Karnataka,Bangalore Rural,Sprinkler,High,123.1
Karnataka,Bangalore Rural,Canal Flood,Low,117.1
Karnataka,Bangalore Rural,Rainfed Only,High,83.1
Karnataka,Bangalore Rural,Drip,Medium,79.7
Karnataka,Bangalore Rural,Canal Flood,Medium,140.8
Karnataka,Bangalore Rural,Canal Flood,Low,122.7
Karnataka,Bangalore Rural,Canal Flood,Medium,31.2
Karnataka,Bangalore Rural,Rainfed Only,Medium,51.2
Karnataka,Bangalore Rural,Drip,Medium,88.7
Karnataka,Bangalore Rural,Rainfed Only,Medium,143.3
Karnataka,Bangalore Rural,Sprinkler,Medium,76.4
Karnataka,Bangalore Rural,Drip,High,38.1
Karnataka,Bangalore Rural,Drip,Medium,41.2
Karnataka,Bangalore Rural,Canal Flood,Low,61.5
Karnataka,Bangalore Rural,Canal Flood,Low,126.3
Karnataka,Bangalore Rural,Canal Flood,High,86.6
Karnataka,Bangalore Rural,Sprinkler,Medium,110.7
Karnataka,Bangalore Rural,Canal Flood,Medium,69.3
Karnataka,Bangalore Rural,Rainfed Only,High,80.8
Karnataka,Bangalore Rural,Canal Flood,High,83.1
Karnataka,Bangalore Rural,Canal Flood,Low,135.9
Karnataka,Bangalore Rural,Drip,High,56.0
Karnataka,Bangalore Rural,Rainfed Only,High,41.4
Karnataka,Bangalore Rural,Sprinkler,Medium,80.2
Karnataka,Bangalore Rural,Sprinkler,High,93.3
Karnataka,Bangalore Rural,Sprinkler,Low,123.5
Karnataka,Bangalore Rural,Canal Flood,Low,44.2
Karnataka,Bangalore Rural,Canal Flood,Medium,87.1
Karnataka,Bangalore Rural,Canal Flood,Low,103.2
Karnataka,Bangalore Rural,Canal Flood,Low,49.2
Karnataka,Bangalore Rural,Rainfed Only,Medium,100.9
Karnataka,Bangalore Rural,Drip,High,74.3
Karnataka,Bangalore Rural,Drip,Medium,36.9
Karnataka,Bangalore Rural,Drip,Medium,83.0
Karnataka,Bangalore Rural,Sprinkler,Medium,115.5
Karnataka,Bangalore Rural,Canal Flood,Low,128.9
Karnataka,Bangalore Rural,Rainfed Only,Medium,53.6
Karnataka,Bangalore Rural,Drip,High,75.1
Karnataka,Bangalore Rural,Canal Flood,Medium,90.7
Karnataka,Bangalore Rural,Rainfed Only,High,89.2
Karnataka,Bangalore Rural,Rainfed Only,High,33.4
Karnataka,Bangalore Rural,Sprinkler,Medium,69.1
Karnataka,Bangalore Rural,Canal Flood,Low,85.4
Karnataka,Bangalore Rural,Drip,Medium,67.8
Karnataka,Bangalore Rural,Drip,Medium,92.4
Karnataka,Bangalore Rural,Drip,Low,102.5
Karnataka,Bangalore Rural,Sprinkler,Medium,50.5
Karnataka,Bangalore Rural,Drip,Low,49.9
Karnataka,Bangalore Rural,Drip,Medium,41.6
Karnataka,Bangalore Rural,Sprinkler,High,149.5
Karnataka,Bangalore Rural,Drip,Low,116.9
Karnataka,Bangalore Rural,Rainfed Only,High,25.6
Karnataka,Bangalore Rural,Rainfed Only,Medium,107.4
Karnataka,Bangalore Rural,Canal Flood,High,55.7
Karnataka,Bangalore Rural,Drip,Low,36.7
Karnataka,Bangalore Rural,Sprinkler,Low,51.9
Karnataka,Bangalore Rural,Drip,High,27.7
Karnataka,Bangalore Rural,Drip,Medium,97.9
Karnataka,Bangalore Rural,Canal Flood,Low,66.1
Karnataka,Bangalore Rural,Canal Flood,High,109.0
Karnataka,Bangalore Rural,Drip,Medium,95.1
Karnataka,Bangalore Rural,Rainfed Only,High,101.6
Karnataka,Bangalore Rural,Canal Flood,High,110.4
Karnataka,Bangalore Rural,Drip,Low,5.0
Karnataka,Bangalore Rural,Rainfed Only,High,52.2
Karnataka,Bangalore Rural,Rainfed Only,Medium,86.6
Karnataka,Bangalore Rural,Rainfed Only,Low,80.7
Karnataka,Bangalore Rural,Sprinkler,Low,59.4
Karnataka,Bangalore Rural,Canal Flood,Low,90.1
Karnataka,Bangalore Rural,Sprinkler,High,107.9
Karnataka,Bangalore Rural,Canal Flood,Medium,66.3
Karnataka,Bangalore Rural,Sprinkler,Medium,74.9
Karnataka,Bangalore Rural,Canal Flood,High,59.7
Karnataka,Bangalore Rural,Sprinkler,Medium,28.1
Karnataka,Bangalore Rural,Rainfed Only,Medium,94.3
Karnataka,Bangalore Rural,Sprinkler,Medium,65.2
Karnataka,Bangalore Rural,Canal Flood,High,90.6
Karnataka,Bangalore Rural,Sprinkler,Low,84.8
Karnataka,Bangalore Rural,Drip,Low,44.8
Karnataka,Bangalore Rural,Drip,Low,97.9
Karnataka,Bangalore Rural,Rainfed Only,Low,65.9
Karnataka,Bangalore Rural,Sprinkler,Medium,86.5
Karnataka,Bangalore Rural,Sprinkler,Medium,49.9
Karnataka,Bangalore Rural,Drip,High,76.4
Karnataka,Bangalore Rural,Drip,High,113.6
Karnataka,Bangalore Rural,Canal Flood,High,51.2
Karnataka,Bangalore Rural,Sprinkler,High,107.3
Karnataka,Bangalore Rural,Rainfed Only,Low,82.4
Karnataka,Bangalore Rural,Rainfed Only,High,55.8
Karnataka,Bangalore Rural,Canal Flood,Medium,113.8
Karnataka,Bangalore Rural,Canal Flood,High,103.8
Karnataka,Bangalore Rural,Drip,Medium,87.3
Karnataka,Bangalore Rural,Rainfed Only,Medium,31.2
Karnataka,Bangalore Rural,Canal Flood,High,41.5
Karnataka,Bangalore Rural,Drip,Low,88.7
Karnataka,Bangalore Rural,Drip,High,54.6
Karnataka,Bangalore Rural,Canal Flood,High,126.8
Karnataka,Bangalore Rural,Canal Flood,Medium,80.4
Karnataka,Bangalore Rural,Rainfed Only,Medium,66.4
Karnataka,Bangalore Rural,Rainfed Only,Medium,54.3
Karnataka,Bangalore Rural,Rainfed Only,High,5.0
Karnataka,Bangalore Rural,Canal Flood,High,120.0
Karnataka,Bangalore Rural,Rainfed Only,High,59.4
Karnataka,Bangalore Rural,Canal Flood,High,78.6
Karnataka,Bangalore Rural,Drip,Low,77.5
Karnataka,Bangalore Rural,Sprinkler,Low,72.5
Karnataka,Bangalore Rural,Canal Flood,High,92.4
Karnataka,Bangalore Rural,Rainfed Only,Medium,44.9
Karnataka,Bangalore Rural,Rainfed Only,Low,52.9
Karnataka,Bangalore Rural,Sprinkler,Low,123.9
Karnataka,Bangalore Rural,Canal Flood,Low,46.2
Karnataka,Bangalore Rural,Rainfed Only,High,88.4
Karnataka,Bangalore Rural,Rainfed Only,High,88.4
Karnataka,Bangalore Rural,Drip,Low,87.6
Karnataka,Bangalore Rural,Sprinkler,High,94.0
Karnataka,Bangalore Rural,Canal Flood,Low,21.0
Karnataka,Bangalore Rural,Rainfed Only,Low,97.9
Karnataka,Bangalore Rural,Canal Flood,High,60.9
Karnataka,Bangalore Rural,Rainfed Only,Low,101.0
Karnataka,Bangalore Rural,Rainfed Only,Low,86.9
Karnataka,Bangalore Rural,Drip,Medium,154.0
Karnataka,Bangalore Rural,Canal Flood,Medium,108.6
Karnataka,Bangalore Rural,Sprinkler,Medium,78.3
Karnataka,Bangalore Rural,Canal Flood,Low,81.8
Karnataka,Bangalore Rural,Canal Flood,Medium,77.3
Karnataka,Bangalore Rural,Canal Flood,Medium,117.9
Karnataka,Bangalore Rural,Rainfed Only,High,136.2
Karnataka,Bangalore Rural,Rainfed Only,High,107.4
Karnataka,Bangalore Rural,Drip,Low,80.7
Karnataka,Bangalore Rural,Drip,Medium,148.7
Karnataka,Bangalore Rural,Rainfed Only,Medium,70.4
Karnataka,Bangalore Rural,Rainfed Only,Medium,66.9
Karnataka,Bangalore Rural,Canal Flood,Low,70.9
Karnataka,Bangalore Rural,Rainfed Only,Medium,105.1
Karnataka,Bangalore Rural,Drip,High,103.5
Karnataka,Bangalore Rural,Drip,Low,111.3
Karnataka,Bangalore Rural,Canal Flood,Medium,106.3
Karnataka,Bangalore Rural,Canal Flood,Low,50.3
Karnataka,Bangalore Rural,Drip,Low,90.5
Karnataka,Bangalore Rural,Canal Flood,High,109.1
Karnataka,Bangalore Rural,Canal Flood,High,146.9
Karnataka,Bangalore Rural,Rainfed Only,Low,107.9
Karnataka,Bangalore Rural,Sprinkler,High,70.7
Karnataka,Bangalore Rural,Sprinkler,Low,83.7
Karnataka,Bangalore Rural,Rainfed Only,High,129.6
Karnataka,Bangalore Rural,Rainfed Only,Medium,67.0
Karnataka,Bangalore Rural,Rainfed Only,Low,92.1
Karnataka,Bangalore Rural,Canal Flood,High,73.6
Karnataka,Bangalore Rural,Sprinkler,High,32.9
Karnataka,Bangalore Rural,Canal Flood,High,79.7
Karnataka,Bangalore Rural,Canal Flood,High,50.2
Karnataka,Bangalore Rural,Sprinkler,Low,82.9
Karnataka,Bangalore Rural,Rainfed Only,Medium,87.1
Karnataka,Dharwad,Sprinkler,High,70.2
Karnataka,Dharwad,Rainfed Only,High,119.8
Karnataka,Dharwad,Sprinkler,High,103.4
Karnataka,Dharwad,Rainfed Only,Medium,155.6
Karnataka,Dharwad,Rainfed Only,High,93.0
Karnataka,Dharwad,Canal Flood,High,68.4
Karnataka,Dharwad,Sprinkler,Low,73.6
Karnataka,Dharwad,Rainfed Only,Medium,65.1
Karnataka,Dharwad,Canal Flood,Low,61.6
Karnataka,Dharwad,Sprinkler,Low,65.6
Karnataka,Dharwad,Rainfed Only,High,92.7
Karnataka,Dharwad,Sprinkler,Low,76.2
Karnataka,Dharwad,Drip,Medium,49.3
Karnataka,Dharwad,Canal Flood,High,101.4
Karnataka,Dharwad,Rainfed Only,Medium,104.9
Karnataka,Dharwad,Sprinkler,High,78.6
Karnataka,Dharwad,Sprinkler,Medium,75.4
Karnataka,Dharwad,Canal Flood,High,111.6
Karnataka,Dharwad,Drip,Low,58.0
Karnataka,Dharwad,Rainfed Only,Medium,99.1
Karnataka,Dharwad,Drip,Medium,74.5
Karnataka,Dharwad,Rainfed Only,High,81.7
Karnataka,Dharwad,Canal Flood,Medium,101.9
Karnataka,Dharwad,Sprinkler,High,94.6
Karnataka,Dharwad,Drip,Medium,87.0
Karnataka,Dharwad,Sprinkler,Low,93.5
Karnataka,Dharwad,Drip,Low,140.1
Karnataka,Dharwad,Sprinkler,Low,94.7
Karnataka,Dharwad,Canal Flood,Low,68.9
Karnataka,Dharwad,Drip,Medium,50.5
Karnataka,Dharwad,Canal Flood,Low,107.3
Karnataka,Dharwad,Rainfed Only,Low,70.6
Karnataka,Dharwad,Sprinkler,Medium,62.8
Karnataka,Dharwad,Sprinkler,Medium,81.5
Karnataka,Dharwad,Drip,High,62.3
Karnataka,Dharwad,Rainfed Only,High,105.9
Karnataka,Dharwad,Canal Flood,High,143.1
Karnataka,Dharwad,Canal Flood,Medium,84.9
Karnataka,Dharwad,Canal Flood,High,39.5
Karnataka,Dharwad,Drip,High,83.7
Karnataka,Dharwad,Canal Flood,Medium,36.6
Karnataka,Dharwad,Canal Flood,Low,112.3
Karnataka,Dharwad,Drip,Low,72.2
Karnataka,Dharwad,Sprinkler,High,130.8
Karnataka,Dharwad,Rainfed Only,High,43.1
Karnataka,Dharwad,Canal Flood,Medium,53.7
Karnataka,Dharwad,Sprinkler,High,103.7
Karnataka,Dharwad,Canal Flood,Low,111.2
Karnataka,Dharwad,Drip,High,112.1
Karnataka,Dharwad,Rainfed Only,High,138.2
Karnataka,Dharwad,Canal Flood,Medium,51.5
Karnataka,Dharwad,Drip,High,47.7
Karnataka,Dharwad,Canal Flood,Low,40.2
Karnataka,Dharwad,Canal Flood,Medium,64.8
Karnataka,Dharwad,Drip,Low,119.7
Karnataka,Dharwad,Canal Flood,High,150.3
Karnataka,Dharwad,Canal Flood,High,100.7
Karnataka,Dharwad,Sprinkler,Low,56.7
Karnataka,Dharwad,Sprinkler,Medium,85.4
Karnataka,Dharwad,Sprinkler,Low,105.4
Karnataka,Dharwad,Sprinkler,Low,67.0
Karnataka,Dharwad,Rainfed Only,High,64.8
Karnataka,Dharwad,Canal Flood,High,84.2
Karnataka,Dharwad,Canal Flood,Medium,127.9
Karnataka,Dharwad,Canal Flood,High,45.8
Karnataka,Dharwad,Rainfed Only,Medium,14.9
Karnataka,Dharwad,Rainfed Only,Medium,71.9
Karnataka,Dharwad,Sprinkler,High,56.2
Karnataka,Dharwad,Rainfed Only,Low,70.5
Karnataka,Dharwad,Rainfed Only,Low,101.4
Karnataka,Dharwad,Drip,Low,78.8
Karnataka,Dharwad,Sprinkler,Low,131.1
Karnataka,Dharwad,Sprinkler,High,125.8
Karnataka,Dharwad,Sprinkler,High,60.3
Karnataka,Dharwad,Rainfed Only,Medium,66.2
Karnataka,Dharwad,Rainfed Only,High,113.7
Karnataka,Dharwad,Canal Flood,Medium,71.9
Karnataka,Dharwad,Canal Flood,High,81.8
Karnataka,Dharwad,Rainfed Only,Medium,106.5
Karnataka,Dharwad,Rainfed Only,High,85.1
Karnataka,Dharwad,Sprinkler,High,71.6
Karnataka,Dharwad,Canal Flood,High,94.7
Karnataka,Dharwad,Drip,Low,73.4
Karnataka,Dharwad,Rainfed Only,Low,132.8
Karnataka,Dharwad,Rainfed Only,Medium,50.0
Karnataka,Dharwad,Canal Flood,High,64.5
Karnataka,Dharwad,Drip,Low,110.5
Karnataka,Dharwad,Rainfed Only,Low,104.8
Karnataka,Dharwad,Drip,High,59.2
Karnataka,Dharwad,Canal Flood,Medium,95.7
Karnataka,Dharwad,Drip,Low,90.0
Karnataka,Dharwad,Drip,Medium,68.2
Karnataka,Dharwad,Rainfed Only,Medium,79.2
Karnataka,Dharwad,Drip,High,76.2
Karnataka,Dharwad,Sprinkler,Medium,56.0
Karnataka,Dharwad,Rainfed Only,High,88.7
Karnataka,Dharwad,Sprinkler,High,71.4
Karnataka,Dharwad,Canal Flood,Low,91.8
Karnataka,Dharwad,Rainfed Only,Low,69.0
Karnataka,Dharwad,Drip,High,43.9
Karnataka,Dharwad,Sprinkler,High,120.3
Karnataka,Dharwad,Canal Flood,Medium,117.0
Karnataka,Dharwad,Sprinkler,Medium,46.6
Karnataka,Dharwad,Sprinkler,Low,70.8
Karnataka,Dharwad,Canal Flood,High,103.2
Karnataka,Dharwad,Drip,High,64.7
Karnataka,Dharwad,Drip,High,72.3
Karnataka,Dharwad,Rainfed Only,Low,100.0
Karnataka,Dharwad,Drip,High,70.8
Karnataka,Dharwad,Canal Flood,High,131.3
Karnataka,Dharwad,Drip,Medium,105.0
Karnataka,Dharwad,Sprinkler,High,100.8
Karnataka,Dharwad,Sprinkler,High,86.2
Karnataka,Dharwad,Sprinkler,High,84.9
Karnataka,Dharwad,Sprinkler,Low,118.7
Karnataka,Dharwad,Rainfed Only,High,80.1
Karnataka,Dharwad,Sprinkler,Low,106.0
Karnataka,Dharwad,Canal Flood,Low,95.9
Karnataka,Dharwad,Canal Flood,Medium,127.5
Karnataka,Dharwad,Drip,Low,108.9
Karnataka,Dharwad,Canal Flood,Low,104.0
Karnataka,Dharwad,Rainfed Only,Low,159.4
Karnataka,Dharwad,Drip,Medium,78.6
Karnataka,Dharwad,Canal Flood,High,122.5
Karnataka,Dharwad,Rainfed Only,High,144.3
Karnataka,Dharwad,Sprinkler,Low,96.7
Karnataka,Dharwad,Drip,Medium,135.3
Karnataka,Dharwad,Rainfed Only,High,85.1
Karnataka,Dharwad,Sprinkler,Low,81.2
Karnataka,Dharwad,Drip,High,93.2
Karnataka,Dharwad,Rainfed Only,High,90.2
Karnataka,Dharwad,Rainfed Only,Medium,51.0
Karnataka,Dharwad,Drip,Low,108.4
Karnataka,Dharwad,Drip,High,72.2
Karnataka,Dharwad,Sprinkler,Medium,119.0
Karnataka,Dharwad,Rainfed Only,Medium,77.9
Karnataka,Dharwad,Canal Flood,Low,71.2
Karnataka,Dharwad,Drip,High,134.9
Karnataka,Dharwad,Sprinkler,Low,70.2
Karnataka,Dharwad,Rainfed Only,High,76.8
Karnataka,Dharwad,Drip,Medium,108.7
Karnataka,Dharwad,Canal Flood,High,43.8
Karnataka,Dharwad,Sprinkler,Medium,82.5
Karnataka,Dharwad,Drip,Medium,85.3
Karnataka,Dharwad,Canal Flood,Medium,57.3
Karnataka,Dharwad,Rainfed Only,High,78.6
Karnataka,Dharwad,Drip,Low,78.2
Karnataka,Dharwad,Rainfed Only,Low,76.6
Karnataka,Dharwad,Sprinkler,Medium,117.7
Karnataka,Dharwad,Canal Flood,Medium,124.3
Karnataka,Dharwad,Rainfed Only,Low,57.5
Karnataka,Dharwad,Canal Flood,Medium,90.2
Karnataka,Dharwad,Sprinkler,Medium,56.8
Karnataka,Dharwad,Rainfed Only,Medium,69.5
Karnataka,Dharwad,Rainfed Only,High,88.5
Karnataka,Dharwad,Rainfed Only,High,93.1
Karnataka,Dharwad,Drip,High,70.3
Karnataka,Dharwad,Rainfed Only,Low,135.6
Karnataka,Dharwad,Sprinkler,Medium,138.5
Karnataka,Dharwad,Rainfed Only,Medium,70.7
Karnataka,Dharwad,Rainfed Only,High,106.3
Karnataka,Dharwad,Drip,Low,100.0
Karnataka,Dharwad,Canal Flood,High,93.9
Karnataka,Dharwad,Canal Flood,Low,125.4
Karnataka,Dharwad,Rainfed Only,High,71.9
Karnataka,Dharwad,Canal Flood,Low,126.8
Karnataka,Dharwad,Sprinkler,Low,104.8
Karnataka,Dharwad,Rainfed Only,Medium,75.3
Karnataka,Dharwad,Sprinkler,Medium,72.1
Karnataka,Dharwad,Drip,High,54.4
Karnataka,Dharwad,Sprinkler,Low,129.2
Karnataka,Dharwad,Sprinkler,Medium,148.3
Karnataka,Dharwad,Drip,Medium,172.3
Karnataka,Dharwad,Rainfed Only,Medium,108.2
Karnataka,Dharwad,Drip,High,81.9
Karnataka,Dharwad,Canal Flood,Medium,89.0
Karnataka,Dharwad,Canal Flood,Low,143.4
Karnataka,Dharwad,Canal Flood,Medium,100.2
Karnataka,Dharwad,Drip,High,94.9
Karnataka,Dharwad,Sprinkler,High,66.9
Karnataka,Dharwad,Drip,High,99.9
Karnataka,Dharwad,Sprinkler,Medium,62.6
Karnataka,Dharwad,Drip,Low,147.0
Karnataka,Dharwad,Drip,High,80.9
Karnataka,Dharwad,Sprinkler,High,72.9
Karnataka,Dharwad,Sprinkler,Low,115.3
Karnataka,Dharwad,Sprinkler,High,20.9
Karnataka,Dharwad,Sprinkler,High,132.2
Karnataka,Dharwad,Canal Flood,Low,116.2
Karnataka,Dharwad,Rainfed Only,Low,32.8
Karnataka,Dharwad,Rainfed Only,Medium,105.2
Karnataka,Dharwad,Sprinkler,High,65.7
Karnataka,Dharwad,Drip,High,54.5
Karnataka,Dharwad,Sprinkler,Medium,56.1
Karnataka,Dharwad,Rainfed Only,Medium,112.1
Karnataka,Dharwad,Rainfed Only,High,53.1
Karnataka,Dharwad,Drip,Low,78.0
Karnataka,Dharwad,Canal Flood,Medium,60.8
Karnataka,Dharwad,Canal Flood,Medium,61.2
Karnataka,Dharwad,Drip,Low,87.1
Karnataka,Mysore,Canal Flood,Medium,30.8
Karnataka,Mysore,Drip,High,75.6
Karnataka,Mysore,Canal Flood,High,14.3
Karnataka,Mysore,Canal Flood,High,115.2
Karnataka,Mysore,Drip,High,54.6
Karnataka,Mysore,Sprinkler,High,23.9
Karnataka,Mysore,Sprinkler,High,67.4
Karnataka,Mysore,Sprinkler,Medium,41.0
Karnataka,Mysore,Canal Flood,High,67.6
Karnataka,Mysore,Sprinkler,Medium,81.0
Karnataka,Mysore,Rainfed Only,Medium,59.1
Karnataka,Mysore,Canal Flood,High,83.7
Karnataka,Mysore,Sprinkler,Medium,112.7
Karnataka,Mysore,Rainfed Only,Low,78.5
Karnataka,Mysore,Sprinkler,Low,104.6
Karnataka,Mysore,Sprinkler,Medium,56.4
Karnataka,Mysore,Sprinkler,Medium,111.0
Karnataka,Mysore,Rainfed Only,High,102.8
Karnataka,Mysore,Drip,Low,134.7
Karnataka,Mysore,Canal Flood,Medium,61.8
Karnataka,Mysore,Drip,Low,41.8
Karnataka,Mysore,Drip,Medium,63.6
Karnataka,Mysore,Sprinkler,High,83.5
Karnataka,Mysore,Sprinkler,Low,83.2
Karnataka,Mysore,Sprinkler,Low,69.0
Karnataka,Mysore,Canal Flood,High,115.4
Karnataka,Mysore,Rainfed Only,Medium,123.9
Karnataka,Mysore,Canal Flood,Medium,63.2
Karnataka,Mysore,Rainfed Only,High,67.7
Karnataka,Mysore,Sprinkler,High,73.3
Karnataka,Mysore,Rainfed Only,Medium,64.5
Karnataka,Mysore,Canal Flood,Medium,76.7
Karnataka,Mysore,Rainfed Only,Medium,17.5
Karnataka,Mysore,Canal Flood,Medium,118.5
Karnataka,Mysore,Rainfed Only,Low,121.0
Karnataka,Mysore,Sprinkler,Medium,31.2
Karnataka,Mysore,Rainfed Only,Low,56.9
Karnataka,Mysore,Drip,High,85.2
Karnataka,Mysore,Canal Flood,High,70.2
Karnataka,Mysore,Drip,Low,87.2
Karnataka,Mysore,Canal Flood,High,136.4
Karnataka,Mysore,Canal Flood,Low,75.5
Karnataka,Mysore,Drip,High,134.5
Karnataka,Mysore,Drip,Medium,15.7
Karnataka,Mysore,Rainfed Only,High,121.5
Karnataka,Mysore,Rainfed Only,Low,106.5
Karnataka,Mysore,Rainfed Only,High,125.3
Karnataka,Mysore,Sprinkler,Medium,99.2
Karnataka,Mysore,Sprinkler,High,76.7
