State,District,Temperature,Humidity,Wind_Speed,Solar_Radiation,Sunshine_Hours
Tamil Nadu,Thanjavur,28.3,78.5,7.5,26.7,9.3
Tamil Nadu,Thanjavur,19.8,84.5,18.2,13.1,8.5
Tamil Nadu,Thanjavur,29.6,73.6,16.0,20.8,8.2
Tamil Nadu,Thanjavur,15.5,63.4,16.3,17.2,7.4
Tamil Nadu,Thanjavur,19.4,63.4,13.5,19.4,4.8
Tamil Nadu,Thanjavur,21.2,83.9,15.7,20.1,8.0
Tamil Nadu,Thanjavur,21.8,83.9,11.7,15.1,4.9
Tamil Nadu,Thanjavur,16.3,62.1,17.4,30.7,9.1
Tamil Nadu,Thanjavur,16.3,58.8,9.2,18.9,6.2
Tamil Nadu,Thanjavur,28.1,67.1,15.1,22.4,9.5
Tamil Nadu,Thanjavur,21.4,79.5,10.2,19.8,6.2
Tamil Nadu,Thanjavur,26.8,83.3,16.0,21.4,7.3
Tamil Nadu,Thanjavur,24.9,85.3,10.0,21.9,9.2
Tamil Nadu,Thanjavur,25.0,79.3,19.2,19.6,7.1
Tamil Nadu,Thanjavur,26.1,74.9,16.5,25.0,8.0
Tamil Nadu,Thanjavur,15.2,55.5,15.4,17.5,9.1
Tamil Nadu,Thanjavur,29.1,68.1,10.0,19.3,7.8
Tamil Nadu,Thanjavur,18.1,79.3,14.6,20.7,7.8
Tamil Nadu,Thanjavur,32.1,62.7,11.4,20.2,6.6
Tamil Nadu,Thanjavur,24.4,54.2,11.4,19.5,6.4
Tamil Nadu,Thanjavur,31.5,74.4,12.2,17.6,5.2
Tamil Nadu,Thanjavur,21.6,70.7,12.3,17.0,10.0
Tamil Nadu,Thanjavur,30.5,65.6,14.3,25.2,8.0
Tamil Nadu,Thanjavur,24.2,51.9,12.3,17.0,6.6
Tamil Nadu,Thanjavur,23.4,67.8,11.4,14.7,4.9
Tamil Nadu,Thanjavur,29.1,87.0,12.8,15.6,9.0
Tamil Nadu,Thanjavur,35.4,82.1,16.5,15.3,6.7
Tamil Nadu,Thanjavur,31.0,57.9,10.8,20.8,8.3
Tamil Nadu,Thanjavur,23.6,70.1,13.0,19.1,6.7
Tamil Nadu,Thanjavur,24.4,64.6,15.2,21.2,7.4
Tamil Nadu,Thanjavur,23.8,80.4,11.4,22.9,9.3
Tamil Nadu,Thanjavur,27.5,53.9,11.2,16.6,5.7
Tamil Nadu,Thanjavur,30.5,73.8,4.8,20.0,6.5
Tamil Nadu,Thanjavur,29.6,63.4,13.5,21.2,6.3
Tamil Nadu,Thanjavur,20.0,90.3,13.7,20.2,9.3
Tamil Nadu,Thanjavur,33.8,85.0,8.4,20.1,7.1
Tamil Nadu,Thanjavur,34.5,77.1,8.6,12.6,9.9
Tamil Nadu,Thanjavur,24.9,69.6,11.5,16.7,7.6
Tamil Nadu,Thanjavur,29.0,69.7,15.6,22.8,8.9
Tamil Nadu,Thanjavur,25.9,68.4,9.0,23.9,7.9
Tamil Nadu,Thanjavur,23.7,58.6,16.3,19.9,10.3
Tamil Nadu,Thanjavur,14.6,73.1,8.4,17.1,7.1
Tamil Nadu,Thanjavur,28.1,72.7,10.9,17.3,4.9
Tamil Nadu,Thanjavur,21.9,62.6,16.1,18.4,6.9
Tamil Nadu,Thanjavur,26.0,83.7,16.5,29.6,5.4
Tamil Nadu,Thanjavur,25.8,69.0,7.0,15.3,8.9
Tamil Nadu,Thanjavur,27.6,75.2,13.8,13.3,5.9
Tamil Nadu,Thanjavur,22.3,78.3,12.9,23.6,10.4
Tamil Nadu,Thanjavur,17.1,68.8,12.2,16.7,8.2
Tamil Nadu,Thanjavur,39.3,60.5,14.3,15.8,4.8
Tamil Nadu,Thanjavur,21.9,72.7,13.7,27.1,7.9
Tamil Nadu,Thanjavur,25.1,78.3,13.2,19.9,7.2
Tamil Nadu,Thanjavur,28.2,75.3,11.7,25.8,8.8
Tamil Nadu,Thanjavur,29.8,60.9,11.0,26.1,9.1
Tamil Nadu,Thanjavur,17.9,73.4,15.4,15.9,9.0
Tamil Nadu,Thanjavur,25.3,85.1,12.1,14.2,8.3
Tamil Nadu,Thanjavur,19.4,64.3,7.0,16.8,9.5
Tamil Nadu,Thanjavur,25.7,67.7,9.9,20.8,7.2
Tamil Nadu,Thanjavur,36.9,70.2,13.9,17.5,7.5
Tamil Nadu,Thanjavur,27.3,60.8,14.3,20.5,4.1
Tamil Nadu,Madurai,29.1,74.9,13.2,17.5,11.2
Tamil Nadu,Madurai,22.1,40.1,14.1,19.5,5.3
Tamil Nadu,Madurai,23.7,69.3,10.2,20.4,8.0
Tamil Nadu,Madurai,24.8,60.8,13.9,13.5,8.1
Tamil Nadu,Madurai,26.5,67.8,11.0,15.1,6.7
Tamil Nadu,Madurai,20.9,59.9,8.9,25.3,8.6
Tamil Nadu,Madurai,37.2,72.4,14.7,19.7,9.8
Tamil Nadu,Madurai,24.7,79.7,13.1,27.4,6.8
Tamil Nadu,Madurai,30.7,68.9,10.0,19.8,4.1
Tamil Nadu,Madurai,29.7,76.7,18.2,16.2,6.4
Tamil Nadu,Madurai,18.7,73.7,11.3,16.7,8.1
Tamil Nadu,Madurai,30.5,71.1,11.1,24.7,7.1
Tamil Nadu,Madurai,23.7,75.1,10.4,24.1,6.1
Tamil Nadu,Madurai,21.9,58.5,15.1,25.4,7.3
Tamil Nadu,Madurai,27.2,73.7,13.4,15.4,6.5
Tamil Nadu,Madurai,28.8,82.2,15.3,20.1,8.7
Tamil Nadu,Madurai,17.3,49.8,8.4,31.3,10.6
Tamil Nadu,Madurai,17.0,67.8,11.2,25.2,8.5
Tamil Nadu,Madurai,23.1,75.6,14.8,12.6,8.3
Tamil Nadu,Madurai,24.9,58.5,10.7,21.1,7.7
Tamil Nadu,Madurai,24.1,67.0,12.7,13.6,10.1
Tamil Nadu,Madurai,23.2,75.1,17.4,24.5,8.0
Tamil Nadu,Madurai,24.5,69.8,7.6,15.1,7.9
Tamil Nadu,Madurai,23.1,55.0,13.4,23.0,9.2
Tamil Nadu,Madurai,27.7,63.7,14.6,21.1,6.1
Tamil Nadu,Madurai,20.2,78.5,13.4,21.0,7.6
Tamil Nadu,Madurai,28.0,64.9,12.1,23.0,7.6
Tamil Nadu,Madurai,21.3,63.1,12.6,9.7,10.1
Tamil Nadu,Madurai,24.1,74.9,14.4,21.0,5.5
Tamil Nadu,Madurai,19.7,55.1,15.8,13.8,6.5
Tamil Nadu,Madurai,31.5,58.7,12.9,23.0,7.4
Tamil Nadu,Madurai,25.8,75.3,17.9,16.3,6.8
Tamil Nadu,Madurai,28.2,68.0,10.8,24.1,4.2
Tamil Nadu,Madurai,30.6,85.9,11.9,14.7,7.8
Tamil Nadu,Madurai,27.4,53.6,12.7,27.8,9.4
Tamil Nadu,Madurai,27.6,74.1,12.6,20.6,7.4
Tamil Nadu,Madurai,26.0,53.7,6.0,17.0,9.0
Tamil Nadu,Madurai,28.0,78.5,12.8,24.9,9.5
Tamil Nadu,Madurai,31.0,63.2,12.7,18.1,9.7
Tamil Nadu,Madurai,30.6,74.6,14.6,21.2,6.1
Tamil Nadu,Madurai,30.4,90.2,14.0,19.5,6.4
Tamil Nadu,Madurai,23.7,57.3,9.8,19.3,8.0
Tamil Nadu,Madurai,17.6,71.9,17.2,21.7,8.2
Tamil Nadu,Madurai,27.0,54.0,8.0,22.4,8.6
Tamil Nadu,Madurai,30.2,83.5,11.0,23.9,8.9
Tamil Nadu,Madurai,32.7,86.0,11.3,19.7,7.8
Tamil Nadu,Madurai,20.9,81.1,11.9,24.7,9.8
Tamil Nadu,Madurai,23.6,52.5,12.4,25.3,9.5
Tamil Nadu,Madurai,24.5,71.2,12.0,17.6,4.9
Tamil Nadu,Madurai,27.6,65.2,13.1,22.7,8.9
Tamil Nadu,Madurai,21.6,60.2,14.3,22.6,6.7
Tamil Nadu,Madurai,30.0,69.6,10.3,16.1,8.2
Tamil Nadu,Madurai,26.2,73.8,9.2,11.1,8.4
Tamil Nadu,Madurai,31.0,53.8,11.2,30.6,8.3
Tamil Nadu,Madurai,31.5,86.3,11.0,29.4,4.9
Tamil Nadu,Madurai,27.5,73.5,9.2,17.0,6.6
Tamil Nadu,Madurai,17.8,55.9,11.5,18.1,6.5
Tamil Nadu,Madurai,29.2,62.5,13.3,20.0,7.0
Tamil Nadu,Madurai,18.2,68.3,10.6,23.8,8.5
Tamil Nadu,Madurai,22.1,61.1,9.8,19.0,9.1
Tamil Nadu,Madurai,30.9,43.3,17.1,19.5,5.4
Tamil Nadu,Madurai,24.7,61.7,17.5,17.7,6.1
Tamil Nadu,Madurai,35.5,74.0,11.0,27.4,9.5
Tamil Nadu,Madurai,21.9,61.9,12.8,19.4,6.4
Tamil Nadu,Madurai,24.9,87.5,15.6,21.6,7.0
Tamil Nadu,Madurai,24.4,76.8,14.3,20.3,9.1
Tamil Nadu,Madurai,19.2,79.8,14.4,14.3,6.5
Tamil Nadu,Madurai,32.5,75.3,12.2,21.3,7.5
Tamil Nadu,Madurai,26.8,79.4,17.9,16.1,9.2
Tamil Nadu,Madurai,23.1,57.7,16.4,17.2,9.0
Tamil Nadu,Madurai,30.4,89.4,16.2,25.2,9.3
Tamil Nadu,Madurai,26.1,83.6,11.7,17.5,8.4
Tamil Nadu,Madurai,31.2,68.3,11.3,14.3,6.3
Tamil Nadu,Madurai,21.5,82.3,11.3,21.9,5.2
Tamil Nadu,Madurai,31.5,72.4,8.4,17.9,6.3
Tamil Nadu,Madurai,26.2,66.4,11.6,16.7,5.7
Tamil Nadu,Madurai,29.1,80.0,10.5,22.0,6.2
Tamil Nadu,Madurai,28.9,68.6,10.3,15.9,9.1
Tamil Nadu,Madurai,18.0,69.2,6.7,16.1,5.6
Tamil Nadu,Madurai,12.8,64.6,11.5,15.3,6.6
Tamil Nadu,Madurai,23.8,51.1,12.6,22.4,7.9
Tamil Nadu,Madurai,26.6,68.5,13.5,24.3,11.3
Tamil Nadu,Madurai,19.8,61.7,9.6,25.1,9.8
Tamil Nadu,Madurai,28.8,56.7,11.6,21.4,8.0
Tamil Nadu,Madurai,34.7,80.6,15.5,18.3,8.1
Tamil Nadu,Madurai,16.8,70.8,13.0,15.0,7.1
Tamil Nadu,Madurai,32.3,69.6,14.4,29.6,6.8
Tamil Nadu,Madurai,29.3,68.1,15.8,19.8,9.1
Tamil Nadu,Madurai,31.9,68.0,15.7,13.1,7.7
Tamil Nadu,Madurai,31.5,93.8,8.7,15.5,6.7
Tamil Nadu,Madurai,25.8,63.5,15.2,18.9,6.4
Tamil Nadu,Madurai,19.8,70.6,13.9,23.6,6.9
Tamil Nadu,Madurai,27.4,85.8,16.2,18.3,8.5
Tamil Nadu,Madurai,24.1,65.6,9.7,27.1,6.4
Tamil Nadu,Madurai,24.2,50.9,15.8,19.9,9.3
Tamil Nadu,Madurai,26.8,71.3,15.0,20.0,4.7
Tamil Nadu,Madurai,26.3,81.1,9.9,11.6,6.4
Tamil Nadu,Madurai,26.6,58.2,12.2,21.6,6.2
Tamil Nadu,Madurai,31.5,76.8,9.5,22.8,6.3
Tamil Nadu,Madurai,22.4,70.4,15.0,19.8,8.1
Tamil Nadu,Madurai,32.2,72.6,10.6,22.8,6.7
Tamil Nadu,Madurai,23.6,75.6,14.3,19.3,7.0
Tamil Nadu,Madurai,34.1,48.1,13.6,20.1,6.9
Tamil Nadu,Madurai,26.4,60.2,8.6,24.2,6.5
Tamil Nadu,Madurai,24.4,47.4,7.3,21.0,9.1
Tamil Nadu,Madurai,21.6,86.3,16.4,23.5,9.1
Tamil Nadu,Madurai,31.6,64.8,11.1,22.8,5.6
Tamil Nadu,Madurai,26.7,74.6,14.6,22.3,5.6
Tamil Nadu,Madurai,16.5,70.7,19.8,16.2,7.0
Tamil Nadu,Madurai,26.5,64.6,14.5,22.8,9.8
Tamil Nadu,Madurai,27.7,66.7,15.1,19.8,6.9
Tamil Nadu,Madurai,22.9,65.1,15.8,24.3,7.9
Tamil Nadu,Madurai,22.8,71.9,10.3,19.6,5.2
Tamil Nadu,Madurai,24.4,78.7,10.9,24.1,8.4
Tamil Nadu,Madurai,27.2,64.4,9.8,24.0,5.7
Tamil Nadu,Madurai,23.0,72.5,19.7,22.9,6.5
Tamil Nadu,Madurai,24.9,67.7,13.5,24.0,6.6
Tamil Nadu,Madurai,26.0,79.8,8.9,19.4,6.9
Tamil Nadu,Madurai,24.9,47.8,10.4,11.6,5.9
Tamil Nadu,Madurai,25.7,74.1,11.3,11.5,6.6
Tamil Nadu,Madurai,18.7,67.4,12.8,13.6,6.9
Tamil Nadu,Madurai,14.0,68.1,11.9,14.0,5.3
Tamil Nadu,Madurai,33.8,73.4,10.4,18.7,5.7
Tamil Nadu,Madurai,26.1,68.8,14.7,24.1,9.5
Tamil Nadu,Madurai,29.3,67.8,8.4,18.8,7.4
Tamil Nadu,Madurai,27.0,64.4,8.9,21.0,11.1
Tamil Nadu,Madurai,32.1,81.9,11.4,17.0,8.6
Tamil Nadu,Madurai,31.3,67.4,10.7,17.9,7.8
Tamil Nadu,Madurai,24.7,70.1,16.2,23.5,7.2
Tamil Nadu,Madurai,25.0,80.1,14.1,26.6,8.5
Tamil Nadu,Madurai,26.3,65.1,7.8,24.2,9.1
Tamil Nadu,Madurai,31.8,57.8,13.6,17.3,7.3
Tamil Nadu,Madurai,17.2,63.2,12.2,21.6,8.6
Tamil Nadu,Madurai,33.0,68.8,11.1,21.4,8.0
Tamil Nadu,Madurai,19.4,57.8,19.4,21.1,8.7
Tamil Nadu,Madurai,27.8,74.7,16.3,28.9,8.3
Tamil Nadu,Madurai,25.6,80.2,11.8,15.2,8.5
Tamil Nadu,Madurai,20.5,62.1,8.7,10.0,5.5
Tamil Nadu,Madurai,25.5,82.0,10.9,17.2,7.4
Tamil Nadu,Madurai,24.6,69.4,15.7,18.8,6.8
Tamil Nadu,Madurai,25.1,76.5,21.1,27.0,7.9
Tamil Nadu,Madurai,22.4,69.1,10.5,20.9,8.0
Tamil Nadu,Madurai,28.1,50.3,9.9,25.8,5.8
Tamil Nadu,Madurai,21.2,66.8,16.8,22.7,7.1
Tamil Nadu,Madurai,22.7,63.2,8.7,16.8,10.1
Tamil Nadu,Madurai,32.4,66.6,11.0,24.6,6.6
Tamil Nadu,Madurai,28.3,58.9,13.0,18.1,8.2
Tamil Nadu,Madurai,31.5,63.9,9.3,18.8,9.5
Tamil Nadu,Madurai,25.7,69.3,16.0,22.1,11.0
Tamil Nadu,Madurai,19.5,69.9,8.4,15.6,9.5
Tamil Nadu,Madurai,20.5,85.7,9.2,19.6,5.7
Tamil Nadu,Madurai,28.3,72.0,16.3,23.4,7.7
Tamil Nadu,Madurai,25.6,57.3,13.6,19.6,8.5
Tamil Nadu,Madurai,28.7,63.6,10.3,20.3,7.1
Tamil Nadu,Madurai,17.7,60.0,15.7,21.8,7.5
Tamil Nadu,Madurai,31.3,69.4,14.6,19.9,7.6
Tamil Nadu,Madurai,40.7,63.1,14.2,22.1,9.2
Tamil Nadu,Madurai,24.6,90.0,11.4,18.2,8.8
Tamil Nadu,Madurai,31.2,57.5,10.2,20.7,8.4
Tamil Nadu,Madurai,31.7,71.2,16.0,12.8,5.7
Tamil Nadu,Madurai,25.0,80.4,11.5,18.8,8.1
Tamil Nadu,Madurai,23.9,84.0,12.8,29.8,7.7
Tamil Nadu,Madurai,23.1,70.9,15.8,19.3,3.3
Tamil Nadu,Madurai,22.6,46.8,14.0,15.5,7.6
Tamil Nadu,Madurai,17.6,69.1,13.0,18.0,7.4
Tamil Nadu,Madurai,16.6,70.4,10.6,20.4,7.3
Tamil Nadu,Madurai,23.8,65.5,13.3,26.7,7.3
Tamil Nadu,Madurai,27.7,85.6,13.7,23.0,6.2
Tamil Nadu,Madurai,26.8,73.5,17.8,15.0,10.8
Tamil Nadu,Madurai,30.7,79.7,9.1,16.4,8.4
Tamil Nadu,Madurai,14.6,54.9,14.9,24.8,10.7
Tamil Nadu,Madurai,23.3,61.3,10.2,21.8,7.2
Tamil Nadu,Madurai,18.2,75.2,9.4,23.0,8.6
Tamil Nadu,Madurai,23.5,72.9,11.6,19.7,5.6
Tamil Nadu,Madurai,10.0,68.7,9.5,16.6,6.1
Tamil Nadu,Madurai,29.8,80.8,13.5,18.7,8.0
Tamil Nadu,Madurai,30.5,86.6,10.2,13.9,8.0
Tamil Nadu,Madurai,16.0,72.8,13.2,19.5,10.2
Tamil Nadu,Madurai,25.4,75.5,16.0,19.7,6.9
Tamil Nadu,Madurai,23.2,74.2,13.5,26.8,6.5
Tamil Nadu,Madurai,23.8,79.5,14.5,19.8,7.2
Tamil Nadu,Madurai,22.5,61.0,12.4,22.3,8.1
Tamil Nadu,Madurai,24.6,73.2,9.6,22.3,5.4
Tamil Nadu,Madurai,26.3,75.9,12.8,20.0,5.9
Tamil Nadu,Madurai,24.8,89.8,12.3,18.9,5.1
Tamil Nadu,Madurai,26.8,74.4,11.1,19.0,5.5
Tamil Nadu,Madurai,25.6,75.0,5.7,19.9,10.1
Tamil Nadu,Madurai,25.8,74.9,15.7,22.3,7.0
Tamil Nadu,Madurai,16.9,97.0,14.7,23.4,9.1
Tamil Nadu,Madurai,30.6,78.0,12.6,18.7,8.6
Tamil Nadu,Madurai,25.7,71.1,15.5,28.4,6.1
Tamil Nadu,Madurai,27.4,59.9,13.1,13.3,6.5
Tamil Nadu,Madurai,25.1,80.7,8.1,21.7,7.4
Tamil Nadu,Madurai,32.3,66.0,13.8,19.4,6.0
Tamil Nadu,Madurai,22.1,62.4,7.3,26.2,7.0
Tamil Nadu,Madurai,27.4,58.9,12.6,22.0,7.6
Tamil Nadu,Madurai,20.8,78.1,6.4,13.7,7.3
Tamil Nadu,Madurai,13.0,62.2,11.1,26.1,6.5
Tamil Nadu,Madurai,22.4,51.5,12.7,20.0,5.9
Tamil Nadu,Madurai,29.6,78.5,10.8,12.3,5.9
Uttar Pradesh,Meerut,29.7,71.4,10.2,25.5,7.2
Uttar Pradesh,Meerut,22.1,93.9,15.3,18.9,8.1
Uttar Pradesh,Meerut,24.8,78.2,9.4,26.5,9.6
Uttar Pradesh,Meerut,17.4,69.9,12.7,20.6,8.7
Uttar Pradesh,Meerut,20.3,74.3,14.4,22.0,8.2
Uttar Pradesh,Meerut,24.8,72.2,6.7,15.9,5.6
Uttar Pradesh,Meerut,16.6,60.1,15.6,25.3,8.5
Uttar Pradesh,Meerut,17.0,60.8,10.6,17.1,9.5
Uttar Pradesh,Meerut,15.2,73.1,8.7,22.0,6.9
Uttar Pradesh,Meerut,16.4,64.4,14.0,13.5,6.6
Uttar Pradesh,Meerut,21.1,56.2,9.6,25.8,5.5
Uttar Pradesh,Meerut,19.3,74.8,12.3,17.7,8.7
Uttar Pradesh,Meerut,11.6,77.0,9.7,9.8,10.7
Uttar Pradesh,Meerut,22.2,77.7,15.7,16.3,7.1
Uttar Pradesh,Meerut,21.8,63.0,16.1,25.3,7.3
Uttar Pradesh,Meerut,24.5,78.5,13.3,17.7,3.8
Uttar Pradesh,Meerut,22.5,78.0,9.7,20.7,8.2
Uttar Pradesh,Meerut,24.3,71.2,9.5,24.8,7.4
Uttar Pradesh,Meerut,19.3,53.6,13.7,29.8,7.1
Uttar Pradesh,Meerut,19.6,69.9,12.3,18.5,10.6
Uttar Pradesh,Meerut,22.2,57.0,9.0,24.6,7.9
Uttar Pradesh,Meerut,20.2,65.7,14.6,16.8,7.3
Uttar Pradesh,Meerut,25.6,62.6,16.3,13.4,7.6
Uttar Pradesh,Meerut,22.4,48.8,10.3,22.4,6.4
Uttar Pradesh,Meerut,20.7,65.9,15.4,21.4,6.8
Uttar Pradesh,Meerut,18.4,78.7,12.9,24.0,8.4
Uttar Pradesh,Meerut,10.0,80.7,12.9,21.0,4.5
Uttar Pradesh,Meerut,19.6,70.6,8.7,25.3,8.6
Uttar Pradesh,Meerut,20.0,88.1,13.6,25.5,6.3
Uttar Pradesh,Meerut,24.4,83.4,16.1,24.0,9.4
Uttar Pradesh,Meerut,29.6,46.9,11.2,13.0,4.9
Uttar Pradesh,Meerut,19.4,65.7,16.6,15.2,7.8
Uttar Pradesh,Meerut,30.0,68.5,18.4,12.5,6.2
Uttar Pradesh,Meerut,29.7,63.2,11.8,26.7,8.5
Uttar Pradesh,Meerut,13.8,76.2,10.4,18.0,7.4
Uttar Pradesh,Meerut,19.1,74.9,9.9,21.2,8.6
Uttar Pradesh,Meerut,21.7,70.7,12.8,20.5,7.3
Uttar Pradesh,Meerut,21.2,68.8,13.1,18.3,7.3
Uttar Pradesh,Meerut,27.0,90.1,19.9,20.5,6.0
Uttar Pradesh,Meerut,20.8,71.5,15.7,17.1,7.3
Uttar Pradesh,Meerut,16.9,86.7,14.1,18.6,7.6
Uttar Pradesh,Meerut,15.3,74.5,13.7,12.9,6.4
Uttar Pradesh,Meerut,20.5,67.1,11.0,20.5,9.6
Uttar Pradesh,Meerut,24.4,81.8,13.6,18.7,7.2
Uttar Pradesh,Meerut,26.0,75.4,16.5,20.0,5.4
Uttar Pradesh,Meerut,21.0,55.1,12.1,15.3,7.4
Uttar Pradesh,Meerut,22.7,68.8,11.7,18.5,9.2
Uttar Pradesh,Meerut,23.4,54.8,12.9,26.1,6.8
Uttar Pradesh,Meerut,20.1,76.3,9.9,15.3,5.2
Uttar Pradesh,Meerut,25.4,78.7,10.7,15.4,8.8
Uttar Pradesh,Meerut,21.4,49.9,13.6,21.2,9.6
Uttar Pradesh,Meerut,26.2,79.0,9.9,14.6,8.3
Uttar Pradesh,Meerut,22.1,76.5,12.9,25.8,6.9
Uttar Pradesh,Meerut,22.2,63.7,9.9,25.3,7.3
Uttar Pradesh,Meerut,34.3,56.6,12.8,20.6,9.4
Uttar Pradesh,Meerut,17.6,64.0,8.3,25.9,4.9
Uttar Pradesh,Meerut,22.6,95.0,15.9,24.9,10.1
Uttar Pradesh,Meerut,22.9,71.7,12.5,19.7,6.6
Uttar Pradesh,Meerut,28.9,64.7,11.7,14.7,8.7
Uttar Pradesh,Meerut,30.0,47.7,17.1,23.0,9.4
Uttar Pradesh,Meerut,23.9,76.0,13.5,16.0,7.3
Uttar Pradesh,Meerut,19.6,80.9,11.7,22.0,5.9
Uttar Pradesh,Meerut,31.2,72.6,8.4,24.0,7.9
Uttar Pradesh,Meerut,26.0,100.0,15.9,24.4,7.0
Uttar Pradesh,Meerut,22.5,66.4,8.6,18.3,9.2
Uttar Pradesh,Meerut,23.9,58.3,12.2,16.9,8.2
Uttar Pradesh,Meerut,18.6,64.5,8.6,26.7,7.4
Uttar Pradesh,Meerut,21.4,73.3,13.7,17.3,7.9
Uttar Pradesh,Meerut,22.5,80.2,14.8,20.0,7.5
Uttar Pradesh,Meerut,20.9,71.1,12.4,20.6,5.3
Uttar Pradesh,Meerut,18.8,84.4,10.5,19.4,7.8
Uttar Pradesh,Meerut,21.1,64.3,15.3,15.9,4.4
Uttar Pradesh,Meerut,28.4,57.1,14.7,18.4,9.8
Uttar Pradesh,Meerut,20.8,64.6,15.2,25.0,9.9
Uttar Pradesh,Meerut,10.0,50.2,9.2,15.5,6.8
Uttar Pradesh,Meerut,22.3,71.9,14.2,17.2,7.4
Uttar Pradesh,Meerut,21.7,70.2,11.0,20.9,5.9
Uttar Pradesh,Meerut,30.6,61.2,13.7,18.7,6.8
Uttar Pradesh,Meerut,14.4,64.6,11.8,17.7,8.5
Uttar Pradesh,Meerut,30.4,69.3,14.0,25.0,5.9
Uttar Pradesh,Meerut,30.9,56.8,12.5,22.7,9.8
Uttar Pradesh,Meerut,21.9,71.0,17.4,14.0,6.0
Uttar Pradesh,Meerut,15.9,59.2,9.7,24.9,9.8
Uttar Pradesh,Meerut,23.9,79.8,15.0,20.0,8.9
Uttar Pradesh,Meerut,25.8,76.5,12.8,20.7,7.2
Uttar Pradesh,Meerut,13.2,69.4,12.7,16.4,6.8
Uttar Pradesh,Meerut,25.5,78.8,7.5,17.2,8.7
Uttar Pradesh,Meerut,15.7,68.7,8.8,16.4,8.0
Uttar Pradesh,Meerut,25.1,80.5,20.9,19.2,7.3
Uttar Pradesh,Meerut,28.4,81.3,14.1,18.5,8.6
Uttar Pradesh,Meerut,19.1,63.4,13.3,28.3,7.1
Uttar Pradesh,Meerut,22.3,54.2,9.8,21.5,8.2
Uttar Pradesh,Meerut,31.7,59.5,12.9,18.2,7.9
Uttar Pradesh,Meerut,19.3,52.7,14.4,17.0,7.1
Uttar Pradesh,Meerut,22.3,69.7,3.6,13.6,7.1
Uttar Pradesh,Meerut,33.5,60.7,11.4,25.4,8.6
Uttar Pradesh,Meerut,24.1,71.2,6.8,13.7,6.1
Uttar Pradesh,Meerut,20.0,82.1,12.6,17.5,7.1
Uttar Pradesh,Meerut,28.9,71.3,14.5,18.1,4.6
Uttar Pradesh,Meerut,25.3,73.2,15.4,20.3,11.1
Uttar Pradesh,Meerut,17.3,59.1,11.9,18.8,7.2
Uttar Pradesh,Meerut,21.5,66.8,10.9,16.0,8.3
Uttar Pradesh,Meerut,28.0,100.0,13.6,24.5,7.8
Uttar Pradesh,Meerut,25.5,69.3,11.6,19.1,10.3
Uttar Pradesh,Meerut,30.9,61.6,14.0,19.0,10.2
Uttar Pradesh,Meerut,16.1,81.4,12.8,12.6,10.4
Uttar Pradesh,Meerut,13.3,59.8,8.8,25.2,6.6
Uttar Pradesh,Meerut,16.2,76.1,9.2,21.9,8.0
Uttar Pradesh,Meerut,23.3,50.5,16.0,25.9,8.9
Uttar Pradesh,Meerut,25.8,68.3,17.7,14.5,4.1
Uttar Pradesh,Meerut,28.2,52.5,15.8,14.3,8.5
Uttar Pradesh,Meerut,18.3,73.9,16.7,16.6,10.0
Uttar Pradesh,Meerut,22.1,71.2,16.1,25.3,7.4
Uttar Pradesh,Meerut,14.3,70.5,8.0,19.6,7.0
Uttar Pradesh,Meerut,14.8,61.2,16.3,18.7,6.8
Uttar Pradesh,Meerut,24.7,86.4,10.7,24.7,7.5
Uttar Pradesh,Meerut,31.7,80.7,11.4,21.1,6.3
Uttar Pradesh,Meerut,22.8,61.7,10.4,24.7,7.8
Uttar Pradesh,Meerut,23.8,65.0,11.6,18.6,6.6
Uttar Pradesh,Meerut,18.9,61.3,8.4,19.7,6.1
Uttar Pradesh,Meerut,30.3,56.6,11.3,22.9,4.3
Uttar Pradesh,Meerut,25.9,61.8,9.3,22.3,8.5
Uttar Pradesh,Meerut,16.5,66.6,16.1,18.2,6.0
Uttar Pradesh,Meerut,21.4,69.1,11.7,21.8,6.5
Uttar Pradesh,Meerut,25.2,66.3,8.2,26.4,5.2
Uttar Pradesh,Meerut,26.1,68.4,12.6,16.5,6.8
Uttar Pradesh,Meerut,26.0,58.9,11.0,24.2,6.6
Uttar Pradesh,Meerut,22.1,71.1,9.9,21.7,7.4
Uttar Pradesh,Meerut,18.0,76.3,12.9,19.7,7.0
Uttar Pradesh,Meerut,14.7,68.5,5.8,23.0,5.8
Uttar Pradesh,Meerut,24.7,56.0,8.6,17.0,10.3
Uttar Pradesh,Meerut,19.8,86.8,13.9,19.0,7.8
Uttar Pradesh,Meerut,23.7,74.4,16.5,20.3,8.4
Uttar Pradesh,Meerut,31.8,54.3,12.2,23.2,5.4
Uttar Pradesh,Meerut,17.1,60.6,13.6,22.1,6.2
Uttar Pradesh,Meerut,24.1,63.5,16.3,22.0,8.6
Uttar Pradesh,Meerut,29.9,76.9,10.8,20.5,5.5
Uttar Pradesh,Meerut,16.5,76.0,17.5,24.3,8.0
Uttar Pradesh,Meerut,14.5,71.4,9.5,21.6,5.5
Uttar Pradesh,Meerut,22.8,64.8,12.8,17.9,5.2
Uttar Pradesh,Meerut,27.1,67.0,11.2,19.4,6.5
Uttar Pradesh,Meerut,18.7,84.4,12.7,18.3,5.0
