Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Soil_pH,Rainfall,Crop,State,District,Latitude,Longitude,Altitude,Soil_Type,Organic_Carbon,Electrical_Conductivity,Groundwater_Level,Soil_Moisture,Agro_Climatic_Zone,Water_Availability,Irrigation_Type,Season,Month,Wind_Speed,Solar_Radiation,Sunshine_Hours,NPK_Total,NPK_Ratio_N,NPK_Ratio_P,NPK_Ratio_K,Fertility_Index,Crop_Suitability_Score,Rainfall_Category,Temperature_Category
5,21,38,22.43377991,90.3396556,6.107054808,112.459697,pomegranate,Karnataka,Belagavi,14.803474,75.200751,499.3,Red,0.417,0.436,6.06,27.58,Southern Plateau and Hills Region,Medium,Drip,Perennial,January,4.0,17.85,6.42,64,0.0781,0.3281,0.5938,24.66,70.79,High,Moderate
22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate,Gujarat,Ahmedabad,23.28796,71.57704,69.8,Black,0.938,0.234,10.5,28.27,Gujarat Plains and Hills Region,High,Drip,Perennial,January,13.05,20.69,8.34,86,0.2558,0.3023,0.4419,35.29,63.8,Medium,Moderate
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate,Maharashtra,Nagpur,20.236375,75.627539,452.6,Red,0.69,0.291,6.03,22.6,Western Plateau and Hills Region,Medium,Drip,Perennial,June,13.68,18.25,8.69,59,0.0678,0.3051,0.6271,26.53,63.5,Medium,Moderate
21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate,Gujarat,Junagadh,23.415477,71.984705,213.4,Red,0.518,0.368,10.47,26.76,Gujarat Plains and Hills Region,High,Drip,Perennial,June,13.09,22.19,8.9,68,0.3088,0.0882,0.6029,25.67,68.75,Medium,Moderate
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate,Maharashtra,Nagpur,18.989876,75.597928,329.3,Red,0.371,0.454,8.5,23.34,Western Plateau and Hills Region,Medium,Drip,Perennial,February,12.33,19.47,7.31,95,0.3053,0.2211,0.4737,29.65,65.56,Medium,Moderate
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate,Maharashtra,Kolhapur,19.687899,76.194846,419.0,Red,0.501,0.373,14.08,17.36,Western Plateau and Hills Region,High,Drip,Perennial,July,7.78,21.19,8.51,72,0.3194,0.0694,0.6111,25.59,61.99,Medium,Moderate
13,7,43,18.20230419,91.12282162,7.013481515,109.6623974,pomegranate,Karnataka,Belagavi,15.683701,75.315939,601.4,Red,0.558,0.459,17.83,25.39,Southern Plateau and Hills Region,Medium,Drip,Perennial,June,9.72,17.09,5.78,63,0.2063,0.1111,0.6825,25.49,61.08,Medium,Cool
5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,pomegranate,Karnataka,Chikkamagaluru,15.025826,76.895449,697.1,Red,0.631,0.423,17.23,24.02,Southern Plateau and Hills Region,Medium,Drip,Perennial,July,8.45,18.61,5.91,55,0.0909,0.2364,0.6727,24.05,63.64,Medium,Moderate
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate,Gujarat,Surat,21.99012,72.11908,46.9,Red,0.625,0.327,20.49,27.71,Gujarat Plains and Hills Region,Low,Drip,Perennial,January,12.94,21.66,8.17,92,0.2935,0.2609,0.4457,33.5,73.07,Medium,Moderate
7,23,35,19.75088482,88.71691157,7.054313823,102.5538035,pomegranate,Karnataka,Chikkamagaluru,15.714766,75.681752,314.4,Black,0.957,0.445,7.49,36.04,Southern Plateau and Hills Region,Medium,Drip,Perennial,February,10.62,19.28,7.49,65,0.1077,0.3538,0.5385,31.74,57.83,Medium,Cool
12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate,Maharashtra,Pune,19.540782,74.568217,745.6,Red,0.32,0.219,9.4,18.16,Western Plateau and Hills Region,High,Drip,Perennial,January,11.56,21.38,8.78,71,0.169,0.2817,0.5493,24.16,67.88,High,Cool
4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,pomegranate,Karnataka,Hassan,15.128347,76.160523,600.9,Black,0.623,0.663,17.86,26.21,Southern Plateau and Hills Region,Medium,Drip,Perennial,February,5.41,19.76,6.63,66,0.0606,0.2879,0.6515,26.01,62.26,Medium,Cool
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate,Karnataka,Mysuru,15.426616,76.321159,739.4,Red,0.481,0.219,16.69,19.33,Southern Plateau and Hills Region,High,Drip,Perennial,July,4.3,20.19,6.55,57,0.0526,0.1579,0.7895,25.3,62.91,Medium,Moderate
1,27,36,23.98598756,93.34236582,5.684995235,104.991282,pomegranate,Gujarat,Rajkot,22.956076,71.167469,126.6,Black,0.968,0.318,15.73,28.64,Gujarat Plains and Hills Region,High,Drip,Perennial,February,11.3,20.14,8.89,64,0.0156,0.4219,0.5625,30.5,54.79,Medium,Moderate
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate,Gujarat,Surat,22.139003,71.968688,213.9,Black,1.016,0.525,21.52,38.29,Gujarat Plains and Hills Region,Medium,Drip,Perennial,February,12.75,20.58,7.33,97,0.2371,0.3093,0.4536,38.34,59.19,Medium,Moderate
24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate,Maharashtra,Pune,18.56597,76.39712,320.1,Black,0.843,0.222,7.7,33.65,Western Plateau and Hills Region,Medium,Drip,Perennial,January,10.67,19.91,7.74,87,0.2759,0.2414,0.4828,33.8,71.96,Medium,Moderate
13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate,Gujarat,Surat,22.612145,71.107929,229.6,Black,0.738,0.739,10.4,25.7,Gujarat Plains and Hills Region,Low,Drip,Perennial,February,13.47,21.74,7.33,80,0.1625,0.375,0.4625,32.72,72.24,Medium,Moderate
40,11,44,24.45840036,86.10874614,6.322396027,111.3779693,pomegranate,Gujarat,Surat,21.863524,72.413105,28.5,Red,0.308,0.45,8.68,25.68,Gujarat Plains and Hills Region,Low,Drip,Perennial,January,10.12,18.92,7.33,95,0.4211,0.1158,0.4632,29.18,55.95,High,Moderate
21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate,Andhra Pradesh,Chittoor,15.448747,79.753553,263.1,Red,0.655,0.122,8.37,15.82,East Coast Plains and Hills Region,High,Drip,Perennial,January,10.83,21.49,6.15,70,0.3,0.1286,0.5714,28.17,72.13,Medium,Moderate
3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,pomegranate,Gujarat,Rajkot,22.177772,70.933114,255.6,Red,0.37,0.477,19.86,23.23,Gujarat Plains and Hills Region,High,Drip,Perennial,January,14.61,20.89,8.83,74,0.0405,0.3649,0.5946,26.65,60.43,Medium,Moderate
40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate,Andhra Pradesh,Anantapur,15.747513,80.123979,475.0,Red,0.55,0.231,9.66,21.96,East Coast Plains and Hills Region,Medium,Drip,Perennial,June,8.79,22.01,7.84,111,0.3604,0.2613,0.3784,33.63,57.37,Medium,Moderate
14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,pomegranate,Maharashtra,Nashik,18.708582,76.19236,686.5,Red,0.528,0.396,6.98,17.19,Western Plateau and Hills Region,High,Drip,Perennial,June,12.44,21.58,7.64,79,0.1772,0.3165,0.5063,30.01,76.42,Medium,Moderate
38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,pomegranate,Gujarat,Junagadh,22.161877,72.164239,217.2,Red,0.55,0.232,24.91,17.15,Gujarat Plains and Hills Region,Medium,Drip,Perennial,June,11.11,18.93,7.07,89,0.427,0.1573,0.4157,32.04,60.74,Medium,Moderate
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate,Maharashtra,Pune,19.507147,76.451226,334.9,Black,0.617,0.692,13.65,35.56,Western Plateau and Hills Region,Low,Drip,Perennial,January,9.89,21.38,8.38,79,0.4304,0.1139,0.4557,30.96,60.63,Medium,Moderate
32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate,Maharashtra,Pune,20.68872,75.668367,538.0,Red,0.525,0.481,13.14,25.53,Western Plateau and Hills Region,High,Drip,Perennial,July,6.44,20.19,6.83,83,0.3855,0.1687,0.4458,29.9,67.44,Medium,Moderate
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate,Andhra Pradesh,Guntur,16.514688,80.388868,212.2,Black,0.703,0.515,11.44,32.6,East Coast Plains and Hills Region,Medium,Drip,Perennial,June,7.66,18.77,6.71,74,0.2432,0.2838,0.473,31.73,65.99,High,Moderate
8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate,Karnataka,Belagavi,15.359547,76.331263,412.9,Red,0.586,0.115,12.87,15.2,Southern Plateau and Hills Region,Low,Drip,Perennial,June,4.94,17.47,7.01,69,0.1159,0.3333,0.5507,27.37,64.04,Medium,Cool
15,6,41,19.0087067,88.83768149,6.897368477,108.6793978,pomegranate,Gujarat,Junagadh,22.949278,71.171757,101.8,Red,0.55,0.241,9.61,24.71,Gujarat Plains and Hills Region,Medium,Drip,Perennial,July,12.82,22.37,7.5,62,0.2419,0.0968,0.6613,25.86,68.09,Medium,Cool
0,5,36,24.35193812,90.88612388,6.152906502,105.529185,pomegranate,Gujarat,Ahmedabad,22.90036,72.506623,229.1,Red,0.336,0.447,22.69,24.52,Gujarat Plains and Hills Region,Low,Drip,Perennial,February,14.64,19.77,7.78,41,0.0,0.122,0.878,19.81,58.92,Medium,Moderate
22,9,44,24.72235539,88.87651295,5.744361602,112.1926517,pomegranate,Gujarat,Surat,22.63841,71.79566,218.5,Red,0.447,0.21,14.55,23.45,Gujarat Plains and Hills Region,Medium,Drip,Perennial,June,7.33,19.16,7.83,75,0.2933,0.12,0.5867,24.98,58.23,High,Moderate
14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,pomegranate,Maharashtra,Kolhapur,19.847562,76.308338,503.5,Black,1.035,0.623,16.3,37.82,Western Plateau and Hills Region,High,Drip,Perennial,January,11.27,19.06,7.49,65,0.2154,0.1231,0.6615,32.19,60.44,High,Moderate
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate,Maharashtra,Kolhapur,18.464619,74.817254,719.2,Red,0.519,0.21,9.78,20.32,Western Plateau and Hills Region,Medium,Drip,Perennial,February,5.39,18.79,7.76,87,0.3563,0.1264,0.5172,29.29,60.92,Medium,Moderate
39,17,45,18.09691127,90.42177379,6.924490731,104.88189,pomegranate,Maharashtra,Nashik,17.633707,76.127829,389.6,Red,0.43,0.46,7.64,15.37,Western Plateau and Hills Region,Medium,Drip,Perennial,February,12.66,20.49,8.4,101,0.3861,0.1683,0.4455,30.76,60.08,Medium,Cool
10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,pomegranate,Andhra Pradesh,Guntur,15.497003,79.698875,394.0,Black,0.787,0.262,10.41,35.24,East Coast Plains and Hills Region,Low,Drip,Perennial,January,8.33,19.85,6.35,57,0.1754,0.0877,0.7368,28.17,66.34,Medium,Moderate
8,28,38,23.22594,94.42971362,6.8444019,105.6917856,pomegranate,Maharashtra,Pune,19.939832,75.237302,380.9,Black,0.992,0.707,15.59,25.07,Western Plateau and Hills Region,Medium,Drip,Perennial,June,12.09,20.78,8.2,74,0.1081,0.3784,0.5135,34.51,62.98,Medium,Moderate
32,13,42,23.50128217,92.97527546,5.786058032,106.61905,pomegranate,Gujarat,Ahmedabad,21.824789,70.991992,180.3,Red,0.604,0.432,8.29,25.42,Gujarat Plains and Hills Region,Medium,Drip,Perennial,January,9.47,22.15,8.1,87,0.3678,0.1494,0.4828,29.6,66.11,Medium,Moderate
18,9,40,19.44623085,89.02127045,5.627186257,106.1606833,pomegranate,Karnataka,Chikkamagaluru,15.311646,75.238843,566.3,Red,0.427,0.142,9.43,16.63,Southern Plateau and Hills Region,High,Drip,Perennial,July,5.69,20.35,6.34,67,0.2687,0.1343,0.597,23.08,69.78,Medium,Cool
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate,Maharashtra,Nagpur,19.442272,74.709159,636.9,Red,0.631,0.332,17.86,18.65,Western Plateau and Hills Region,High,Drip,Perennial,January,14.24,19.82,7.57,88,0.2273,0.3068,0.4659,29.85,67.76,Medium,Moderate
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate,Karnataka,Chikkamagaluru,15.173967,75.88447,619.5,Red,0.359,0.189,10.03,27.31,Southern Plateau and Hills Region,Low,Drip,Perennial,January,9.1,18.96,6.66,100,0.39,0.25,0.36,28.1,53.85,Medium,Cool
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate,Maharashtra,Pune,20.18476,75.025516,626.6,Black,1.018,0.629,10.32,28.09,Western Plateau and Hills Region,Low,Drip,Perennial,February,5.64,19.85,7.87,72,0.2778,0.0972,0.625,33.61,59.26,High,Cool
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate,Maharashtra,Nashik,18.971569,75.703319,614.6,Black,0.972,0.272,16.38,28.87,Western Plateau and Hills Region,Medium,Drip,Perennial,February,9.32,18.59,7.82,66,0.1667,0.1515,0.6818,33.31,70.36,Medium,Moderate
40,18,43,19.38603815,86.79058496,5.767372539,109.9130984,pomegranate,Maharashtra,Kolhapur,19.710127,75.20542,311.8,Red,0.608,0.186,15.15,18.92,Western Plateau and Hills Region,Low,Drip,Perennial,June,6.68,18.16,8.64,101,0.396,0.1782,0.4257,32.0,59.97,Medium,Cool
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate,Andhra Pradesh,Anantapur,15.203164,80.107658,84.0,Black,0.971,0.788,6.64,35.53,East Coast Plains and Hills Region,Medium,Drip,Perennial,June,10.21,19.34,7.62,68,0.0441,0.3824,0.5735,32.04,61.3,Medium,Moderate
9,16,36,23.77989026,92.93386903,5.893332378,106.977723,pomegranate,Gujarat,Rajkot,22.34418,71.238881,167.5,Black,0.928,0.214,16.67,32.64,Gujarat Plains and Hills Region,Medium,Drip,Perennial,June,12.5,19.67,9.0,61,0.1475,0.2623,0.5902,30.32,66.57,Medium,Moderate
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate,Andhra Pradesh,Guntur,16.371297,79.349117,142.9,Black,0.863,0.577,9.91,36.21,East Coast Plains and Hills Region,Medium,Drip,Perennial,June,8.91,19.13,6.82,88,0.3409,0.2273,0.4318,34.31,68.16,Medium,Moderate
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate,Karnataka,Belagavi,14.883575,75.190886,741.3,Black,0.638,0.303,14.57,32.69,Southern Plateau and Hills Region,Medium,Drip,Perennial,July,7.31,20.87,7.56,90,0.4444,0.1,0.4556,30.67,56.97,Medium,Moderate
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate,Maharashtra,Nagpur,20.007704,75.925644,417.0,Red,0.373,0.346,16.94,18.32,Western Plateau and Hills Region,Medium,Drip,Perennial,June,8.84,20.11,8.53,105,0.381,0.2857,0.3333,32.33,60.34,Medium,Moderate
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,pomegranate,Gujarat,Junagadh,22.126942,71.890591,220.4,Black,1.09,0.632,12.74,29.91,Gujarat Plains and Hills Region,Medium,Drip,Perennial,January,8.38,21.29,7.17,92,0.3478,0.2717,0.3804,38.15,55.93,Medium,Cool
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate,Andhra Pradesh,Chittoor,16.146148,80.082978,169.0,Black,1.175,0.242,9.61,26.55,East Coast Plains and Hills Region,Low,Drip,Perennial,February,6.36,18.79,7.63,101,0.3267,0.2277,0.4455,40.09,53.78,High,Moderate
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate,Gujarat,Ahmedabad,22.934838,72.026322,299.8,Black,0.827,0.249,19.79,28.04,Gujarat Plains and Hills Region,Medium,Drip,Perennial,June,8.73,20.44,8.04,59,0.0678,0.2373,0.6949,30.54,71.36,Medium,Cool
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate,Maharashtra,Nagpur,19.231522,74.615057,678.0,Black,1.153,0.48,11.09,31.01,Western Plateau and Hills Region,Medium,Drip,Perennial,February,8.94,20.92,7.67,75,0.1733,0.2267,0.6,34.96,68.2,Medium,Moderate
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate,Karnataka,Hassan,15.957717,77.223159,878.7,Red,0.511,0.15,9.45,27.65,Southern Plateau and Hills Region,High,Drip,Perennial,July,4.63,18.31,6.79,102,0.3824,0.2353,0.3824,34.07,67.74,Medium,Moderate
8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate,Andhra Pradesh,Anantapur,15.589741,79.319004,52.9,Red,0.428,0.288,10.46,16.12,East Coast Plains and Hills Region,High,Drip,Perennial,February,12.98,19.46,7.86,73,0.1096,0.3836,0.5068,26.39,63.03,Medium,Moderate
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,banana,Maharashtra,Kolhapur,19.244349,74.423741,570.4,Alluvial,0.432,0.565,7.22,26.51,Western Plateau and Hills Region,Medium,Drip,Perennial,July,9.69,21.09,8.27,231,0.3939,0.4069,0.1991,54.25,55.22,Medium,Warm
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana,Karnataka,Belagavi,14.546532,75.202562,809.0,Loamy,0.842,0.228,10.55,26.79,Southern Plateau and Hills Region,Medium,Drip,Perennial,March,11.83,19.45,7.73,250,0.42,0.38,0.2,61.61,73.95,Medium,Warm
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,banana,Gujarat,Surat,23.089092,71.464642,173.6,Loamy,1.095,0.243,12.89,35.3,Gujarat Plains and Hills Region,Low,Drip,Perennial,July,13.86,22.61,7.09,253,0.4269,0.3636,0.2095,67.23,70.31,Medium,Warm
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,banana,Andhra Pradesh,Krishna,15.108916,80.24533,250.9,Alluvial,0.581,0.55,6.11,23.43,East Coast Plains and Hills Region,High,Drip,Perennial,July,12.5,19.81,7.75,216,0.3981,0.3519,0.25,52.0,63.17,Medium,Warm
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana,Gujarat,Junagadh,23.028193,71.522329,242.6,Loamy,1.04,0.397,16.19,23.37,Gujarat Plains and Hills Region,High,Drip,Perennial,February,8.64,19.71,7.55,206,0.3883,0.3738,0.2379,55.09,62.04,High,Moderate
93,94,53,25.86632408,84.42379269,6.079178788,114.5357503,banana,Maharashtra,Nashik,19.515158,76.523432,571.0,Loamy,0.918,0.181,7.42,34.26,Western Plateau and Hills Region,Medium,Drip,Perennial,July,8.68,21.88,8.3,240,0.3875,0.3917,0.2208,61.63,60.67,High,Moderate
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana,Andhra Pradesh,Anantapur,15.527688,80.80532,96.1,Loamy,0.592,0.164,6.54,25.97,East Coast Plains and Hills Region,Low,Drip,Perennial,March,4.76,20.52,7.07,237,0.3797,0.3882,0.2321,56.73,68.31,Medium,Warm
108,89,53,29.55054817,78.06762846,5.808497604,99.34482238,banana,Karnataka,Mysuru,15.002154,75.47608,672.9,Alluvial,0.664,0.193,19.03,32.52,Southern Plateau and Hills Region,Low,Drip,Perennial,June,3.72,20.06,6.85,250,0.432,0.356,0.212,58.76,65.01,Medium,Warm
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,banana,Maharashtra,Nagpur,19.825606,76.24228,433.2,Alluvial,0.781,0.443,15.16,25.42,Western Plateau and Hills Region,Low,Drip,Perennial,June,13.18,21.43,8.41,251,0.4303,0.3506,0.2191,60.74,64.63,High,Moderate
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,banana,Andhra Pradesh,Guntur,15.872648,79.638958,317.1,Alluvial,0.567,0.207,10.3,22.45,East Coast Plains and Hills Region,Medium,Drip,Perennial,July,12.49,18.76,7.7,234,0.4487,0.3291,0.2222,54.7,67.45,Medium,Warm
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,banana,Maharashtra,Pune,19.4914,75.070422,417.1,Loamy,1.051,0.176,16.36,36.69,Western Plateau and Hills Region,Low,Drip,Perennial,March,7.67,18.66,8.03,258,0.4574,0.3411,0.2016,65.7,65.98,Medium,Warm
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,banana,Andhra Pradesh,Anantapur,16.482836,78.603728,95.0,Alluvial,0.538,0.512,7.75,28.27,East Coast Plains and Hills Region,High,Drip,Perennial,June,6.46,18.77,7.15,242,0.4174,0.3595,0.2231,58.02,63.42,Medium,Warm
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,banana,Andhra Pradesh,Chittoor,15.381709,79.425964,61.8,Alluvial,0.791,0.418,11.29,27.34,East Coast Plains and Hills Region,Low,Drip,Perennial,March,5.89,19.52,7.38,220,0.4318,0.3409,0.2273,54.57,62.9,High,Warm
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,banana,Gujarat,Junagadh,22.12239,71.879177,223.3,Alluvial,0.525,0.247,11.41,32.75,Gujarat Plains and Hills Region,Medium,Drip,Perennial,June,12.41,19.41,7.54,244,0.4344,0.3484,0.2172,56.26,79.38,Medium,Warm
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,banana,Andhra Pradesh,Guntur,15.85774,80.315938,484.5,Alluvial,0.81,0.225,8.73,30.94,East Coast Plains and Hills Region,Medium,Drip,Perennial,February,6.63,20.57,6.64,230,0.3739,0.413,0.213,60.34,61.81,Medium,Warm
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana,Maharashtra,Pune,20.084398,75.6982,725.9,Loamy,1.036,0.199,11.48,22.09,Western Plateau and Hills Region,Medium,Drip,Perennial,July,8.06,20.98,7.34,217,0.3825,0.3641,0.2535,56.73,55.62,Medium,Moderate
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana,Tamil Nadu,Madurai,11.194068,79.055281,50.5,Loamy,1.032,0.322,7.16,30.91,East Coast Plains and Hills Region,Medium,Drip,Perennial,June,13.6,21.19,7.27,227,0.3744,0.4185,0.207,61.91,55.88,High,Moderate
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,banana,Tamil Nadu,Coimbatore,11.162341,78.248937,115.7,Loamy,0.787,0.482,6.65,31.96,East Coast Plains and Hills Region,High,Drip,Perennial,February,9.98,20.78,6.99,233,0.4678,0.3391,0.1931,61.01,67.91,Medium,Warm
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana,Gujarat,Ahmedabad,21.130233,71.565899,256.7,Alluvial,0.489,0.315,22.08,33.14,Gujarat Plains and Hills Region,High,Drip,Perennial,June,8.09,20.27,8.17,221,0.4525,0.3439,0.2036,50.87,61.58,Medium,Moderate
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,banana,Karnataka,Mysuru,15.007443,75.4797,650.2,Loamy,0.602,0.287,16.21,31.24,Southern Plateau and Hills Region,Medium,Drip,Perennial,July,7.06,18.43,6.37,251,0.4661,0.3426,0.1912,60.31,63.06,High,Warm
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,banana,Tamil Nadu,Salem,11.558553,78.176476,82.2,Loamy,0.953,0.321,14.97,35.04,East Coast Plains and Hills Region,Low,Drip,Perennial,February,8.5,19.21,6.56,261,0.4368,0.3602,0.2031,66.34,56.84,High,Moderate
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana,Gujarat,Ahmedabad,21.616519,70.853248,286.4,Loamy,0.733,0.39,23.73,23.79,Gujarat Plains and Hills Region,Medium,Drip,Perennial,February,7.9,22.34,8.25,238,0.4622,0.3277,0.2101,58.27,75.8,Medium,Moderate
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana,Andhra Pradesh,Krishna,16.237572,79.976538,329.1,Loamy,0.707,0.271,7.21,28.65,East Coast Plains and Hills Region,High,Drip,Perennial,June,13.56,18.08,5.94,212,0.4434,0.3302,0.2264,54.65,56.11,Medium,Moderate
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,banana,Maharashtra,Nashik,19.222839,76.311704,627.5,Loamy,0.734,0.323,6.71,35.82,Western Plateau and Hills Region,Medium,Drip,Perennial,July,11.83,21.29,8.05,198,0.404,0.3586,0.2374,52.42,69.54,Medium,Warm
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana,Andhra Pradesh,Chittoor,14.709366,79.824457,468.2,Alluvial,0.58,0.5,11.56,31.02,East Coast Plains and Hills Region,High,Drip,Perennial,February,6.87,20.98,6.76,244,0.4672,0.3238,0.209,58.91,67.78,High,Moderate
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,banana,Maharashtra,Kolhapur,18.702963,75.95152,357.1,Loamy,0.835,0.305,6.8,36.22,Western Plateau and Hills Region,High,Drip,Perennial,February,8.56,20.2,8.57,211,0.4171,0.3697,0.2133,57.01,59.23,Medium,Warm
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,banana,Karnataka,Chikkamagaluru,15.20122,75.25167,661.9,Loamy,0.7,0.287,16.31,29.97,Southern Plateau and Hills Region,High,Drip,Perennial,February,10.29,17.93,6.04,233,0.4807,0.3133,0.206,56.17,57.55,Medium,Warm
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana,Gujarat,Ahmedabad,23.210813,71.093513,57.9,Loamy,0.914,0.305,14.86,30.93,Gujarat Plains and Hills Region,Medium,Drip,Perennial,March,10.78,21.93,8.19,240,0.4875,0.3167,0.1958,62.22,59.58,Medium,Moderate
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,banana,Gujarat,Ahmedabad,22.299373,71.61756,49.6,Alluvial,0.601,0.498,15.63,29.63,Gujarat Plains and Hills Region,High,Drip,Perennial,June,15.79,20.37,8.43,246,0.4512,0.3537,0.1951,56.55,67.62,Medium,Moderate
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,banana,Tamil Nadu,Salem,11.574248,79.140615,3.4,Loamy,0.889,0.154,7.13,34.22,East Coast Plains and Hills Region,High,Drip,Perennial,March,6.28,21.42,6.81,219,0.4064,0.379,0.2146,56.0,68.56,Medium,Warm
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana,Gujarat,Surat,22.124638,72.107741,175.9,Loamy,0.805,0.505,24.71,34.47,Gujarat Plains and Hills Region,High,Drip,Perennial,March,12.07,19.82,7.1,231,0.4026,0.3939,0.2035,59.05,65.68,High,Warm
92,81,52,27.39341554,81.4654833,6.438137279,94.31102057,banana,Karnataka,Chikkamagaluru,14.785264,76.676297,627.1,Loamy,0.532,0.541,19.38,36.21,Southern Plateau and Hills Region,Medium,Drip,Perennial,March,8.69,17.74,7.13,225,0.4089,0.36,0.2311,55.33,71.84,Medium,Warm
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana,Tamil Nadu,Coimbatore,10.563807,79.079111,141.4,Loamy,1.062,0.495,6.0,35.5,East Coast Plains and Hills Region,High,Drip,Perennial,March,11.25,22.3,6.28,224,0.4688,0.3304,0.2009,61.45,61.23,High,Moderate
102,71,48,28.65456263,79.28693687,5.695267822,102.4633775,banana,Andhra Pradesh,Krishna,16.416893,80.204334,244.9,Alluvial,0.55,0.117,8.94,27.5,East Coast Plains and Hills Region,High,Drip,Perennial,June,12.15,18.87,6.43,221,0.4615,0.3213,0.2172,51.93,71.13,Medium,Warm
94,91,51,29.16093424,76.67484233,5.618094446,109.575944,banana,Gujarat,Surat,23.32133,72.307991,134.8,Loamy,0.747,0.152,10.42,28.63,Gujarat Plains and Hills Region,Medium,Drip,Perennial,February,10.33,19.42,8.62,236,0.3983,0.3856,0.2161,56.72,63.08,Medium,Warm
